last_name, first_name,player_id,year,player_age,ab,hit,single,double,triple,home_run,strikeout,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,r_stolen_base_pct,xslg,xobp,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel,barrel_batted_rate,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,pitch_count_offspeed,pitch_count_fastball,pitch_count_breaking,n_bolts,sprint_speed,
Call, Alex,669743,2022,27,114,27,18,3,1,5,30,22.9,11.5,.237,.412,.336,0.748,,.294,.314,86.3,18.4,29.8,1,1.2,62.4,18.2,26.1,41.1,57.5,39,333,170,,28.4,
Toglia, Michael,669911,2022,23,111,24,12,8,2,2,44,36.7,7.5,.216,.378,.275,0.653,,.305,.276,87.4,17,32.8,5,7.5,66,23.9,28.1,58.5,41.5,64,260,135,,28.3,
Lopez, Nicky,670032,2022,27,436,99,83,12,4,0,63,13.1,6,.227,.273,.281,0.554,,.312,.296,84.9,4.9,31.3,6,1.6,67.8,12.8,30,27.9,70.2,201,1084,425,,27.7,
Alvarez, Yordan,670541,2022,25,470,144,76,29,2,37,106,18.9,13.9,.306,.613,.406,1.019,,.672,.430,95.2,12.3,40.7,78,21,63.7,12.4,24.8,47.3,52.7,315,1259,555,,26.6,
Paredes, Isaac,670623,2022,23,331,68,32,16,0,20,67,17.6,11.5,.205,.435,.304,0.739,,.348,.310,87.4,15.8,27.4,17,6.4,60.7,11,20.5,31.4,68.6,149,896,487,,26.2,
Brosseau, Mike,670712,2022,28,141,36,25,5,0,6,48,30,8.8,.255,.418,.344,0.762,,.359,.307,89.1,14.6,34.4,8,8.6,66.6,27.6,27.9,39.2,60.8,59,423,188,,27.7,
Walls, Taylor,670764,2022,25,407,70,42,18,2,8,120,25.8,11.2,.172,.285,.268,0.553,,.304,.290,86.3,16.6,32.6,18,6.2,64.9,20,19.8,44,55.5,349,1123,359,5,28.8,
Gonzalez, Luis,670768,2022,26,311,78,55,17,2,4,75,21.4,8.6,.251,.357,.320,0.677,,.306,.289,86.9,10.9,27,7,2.9,68,15.6,26,41.8,55.6,152,880,400,,28.2,
Friedl Jr., TJ,670770,2022,26,225,54,31,10,5,8,40,15.5,7.8,.240,.436,.314,0.750,,.335,.295,87.2,19.8,30.9,9,4.7,63.1,12.5,24,39.2,60.8,195,589,203,,28.2,
Waters, Drew,671221,2022,23,96,23,11,6,1,5,40,36.7,11,.240,.479,.324,0.803,,.379,.287,84.1,10.4,41.1,7,12.5,69.9,24,25.9,53.4,46.6,53,284,91,,28.4,
Garcia, Luis,671277,2022,22,360,99,67,23,2,7,84,22.3,2.9,.275,.408,.295,0.703,,.409,.285,87.3,5.5,37.4,21,7.5,67.6,19.1,40.8,38.9,60.8,317,538,435,,27.0,
Harris II, Michael,671739,2022,21,414,123,74,27,3,19,107,24.3,4.8,.297,.514,.339,0.853,,.460,.312,89.5,4.5,32.8,31,10.1,67.2,15.7,39,47.5,52.5,231,888,501,47,29.4,
Kelenic, Jarred,672284,2022,22,163,23,10,5,1,7,61,33.7,8.8,.141,.313,.221,0.534,,.354,.254,86,18,27.2,14,13.6,67.4,27,28.2,49.5,50.5,122,351,191,1,27.2,
Kirk, Alejandro,672386,2022,23,470,134,101,19,0,14,58,10.7,11.6,.285,.415,.372,0.787,,.431,.367,90.5,8.1,32,28,6.7,59.6,10.5,23.3,27.3,72.7,223,1297,607,,24.1,
Perdomo, Geraldo,672695,2022,22,431,84,67,10,2,5,103,20.6,10,.195,.262,.285,0.547,,.282,.302,85,12.1,28.1,7,2,59.6,13.3,21.5,33.5,64.2,304,1234,470,,27.2,
Marcano, Tucupita,672779,2022,22,160,33,23,6,2,2,44,24.9,5.6,.206,.306,.256,0.562,,.239,.224,84.7,11.1,30.3,2,1.6,64.3,11.4,25.6,46.9,50.6,70,363,216,,28.8,
Robert Jr., Luis,673357,2022,24,380,108,78,18,0,12,77,19.2,4.2,.284,.426,.319,0.745,,.449,.307,89.3,10,32.6,27,8.9,83.6,17.3,43.2,42.9,57.1,114,728,427,8,27.9,
Kim, Ha-Seong,673490,2022,26,517,130,87,29,3,11,100,17.2,8.8,.251,.383,.325,0.708,,.368,.324,86.7,16.1,34,18,4.2,60.4,14.1,24.9,32.3,66.7,227,1387,691,1,28.4,
Suzuki, Seiya,673548,2022,27,397,104,66,22,2,14,110,24.7,9.4,.262,.433,.336,0.769,,.418,.325,89.6,11.2,36.9,32,11,56.8,15.9,21.3,41.6,58.4,168,1076,542,2,28.3,
Jung, Josh,673962,2022,24,98,20,10,4,1,5,39,38.2,3.9,.204,.418,.235,0.653,,.403,.255,85.5,14.3,40.7,6,10.2,61.9,19.6,34.3,47.9,52.1,39,201,129,,27.0,
Smith, Kevin,675656,2022,25,139,25,13,9,1,2,42,27.8,4.6,.180,.302,.216,0.518,,.322,.225,87,16.4,32.4,8,7.8,70.7,20,35.2,50.5,48.5,49,321,169,,27.6,
Velazquez, Nelson,676369,2022,23,185,38,22,7,3,6,65,31.6,9.2,.205,.373,.286,0.659,,.399,.291,89.2,12.3,35,16,13.3,74.2,28.7,23.6,59.6,40.4,98,427,241,,28.2,
Clement, Ernie,676391,2022,26,163,30,26,4,0,0,26,14.5,6.1,.184,.209,.243,0.452,,.328,.290,85,11.8,27.1,5,3.6,63.4,13.1,34.9,21.7,78.3,61,376,177,,28.3,
Barrero, Jose,676480,2022,24,165,25,20,3,0,2,76,43.7,5.2,.152,.206,.195,0.401,,.211,.185,87.5,17.7,33.7,2,2.2,76.1,21.7,40.2,64.3,34.3,60,332,241,,27.9,
Madris, Bligh,676632,2022,26,113,20,12,7,0,1,31,25.2,8.1,.177,.265,.244,0.509,,.309,.275,88.9,10.5,30.5,4,4.9,66.9,20.8,24.9,43.3,56.7,80,286,115,,27.9,
Meyers, Jake,676694,2022,26,150,34,25,6,2,1,54,33.8,4.4,.227,.313,.269,0.582,,.292,.254,87.3,7.2,30.9,5,5.2,65.7,22.9,30.4,48,52,80,322,199,1,28.9,
Trejo, Alan,676701,2022,26,118,32,22,6,0,4,31,24.8,4,.271,.424,.312,0.736,,.375,.285,86.2,13.6,37.9,4,4.6,68.3,15.9,36.5,42.7,57.3,42,298,143,,26.7,
McCormick, Chas,676801,2022,27,359,88,60,12,2,14,106,26,11.3,.245,.407,.332,0.739,,.414,.321,88.1,12.8,33.5,26,10.2,69.7,25.1,29.6,47,52.2,165,856,477,5,28.6,
Franco, Wander,677551,2022,21,314,87,58,20,3,6,33,9.6,7.6,.277,.417,.328,0.745,,.408,.340,87.3,8.2,35.1,13,4.6,73.1,7.5,30.1,26.9,73.1,306,660,229,1,27.8,
Rodriguez, Julio,677594,2022,21,511,145,89,25,3,28,145,25.9,7.1,.284,.509,.345,0.854,,.460,.319,92,10.1,32.7,48,13.1,70.5,19.9,33.5,48.6,51.4,233,1058,670,74,29.8,
Duran, Ezequiel,677649,2022,23,208,49,33,10,1,5,54,24.5,5.5,.236,.365,.277,0.642,,.317,.259,85.9,9.5,24.7,7,4.5,72.4,21.8,39.2,41.7,56.4,64,422,256,7,29.1,
Thomas, Alek,677950,2022,22,381,88,62,17,1,8,74,18,5.4,.231,.344,.275,0.619,,.335,.285,87.4,2.6,27.9,12,3.8,63.8,18.2,33.4,38.9,60.7,251,786,409,11,29.4,
Witt Jr., Bobby,677951,2022,22,591,150,93,31,6,20,135,21.4,4.7,.254,.428,.294,0.722,,.427,.294,89.7,16.8,32.5,40,8.7,70.4,17.9,34.7,39,61,215,1372,636,107,30.4,
Torkelson, Spencer,679529,2022,22,360,73,48,16,1,8,99,24.5,9.2,.203,.319,.285,0.604,,.378,.307,90.5,15,35.4,22,8.4,67,17.9,24.7,46.5,53.5,173,869,484,,27.8,
Vavra, Terrin,679631,2022,25,89,23,19,2,1,1,19,18.4,11.7,.258,.337,.340,0.677,,.353,.348,87.5,10.7,37.5,1,1.4,74.7,16.9,24.9,41.7,58.3,38,241,89,,27.1,
Palacios, Richie,680700,2022,25,112,26,20,6,0,0,20,16.3,7.3,.232,.286,.293,0.579,,.310,.308,85,13.5,26.9,1,1.1,68.9,11,26.1,32.3,67.7,85,285,131,,27.9,
Kwan, Steven,680757,2022,24,563,168,130,25,7,6,60,9.4,9.7,.298,.400,.373,0.773,,.341,.348,85.1,11.8,34.6,7,1.4,55.1,5.5,20.2,19.2,79.6,343,1663,567,17,28.4,
Duran, Jarren,680776,2022,25,204,45,25,14,3,3,63,28.3,6.3,.221,.363,.283,0.646,,.353,.281,89.3,7.6,27.5,11,7.7,68.9,17.1,31.5,51.8,47.5,141,527,196,14,29.2,
Jeffers, Ryan,680777,2022,25,212,44,26,10,1,7,62,26.3,9.7,.208,.363,.285,0.648,,.424,.295,88.2,18.2,35.8,20,13.2,66.8,16.9,25.9,37.1,62.9,77,516,302,,26.0,
Burdick, Peyton,680814,2022,25,92,19,11,4,0,4,35,34.3,7.8,.207,.380,.284,0.664,,.387,.283,90,18,35.1,6,10.5,77.9,23,29.9,58.7,41.3,39,266,81,,28.1,
Miller, Owen,680911,2022,25,424,103,70,26,1,6,93,19.7,6.8,.243,.351,.301,0.652,,.341,.307,85.8,10.1,35,12,3.5,62.5,11.8,34.7,29.5,70.5,169,1078,521,17,29.0,
Donovan, Brendan,680977,2022,25,391,110,83,21,1,5,70,15,12.8,.281,.379,.394,0.773,,.365,.381,87.7,6,32.7,11,3.4,55.7,9,21.4,31.9,66.7,268,1198,455,1,27.2,
Stott, Bryson,681082,2022,24,427,100,69,19,2,10,89,19.1,7.7,.234,.358,.295,0.653,,.340,.297,88.1,13.1,29.4,15,4.4,60.8,13.3,28.2,26.1,73.9,245,1207,398,18,29.1,
Bride, Jonah,681146,2022,26,162,33,28,4,0,1,32,17.1,10.2,.204,.247,.301,0.548,,.300,.314,86.9,11.5,31.8,2,1.5,47.3,10.9,25,28.4,71.6,88,430,238,,26.9,
Carpenter, Kerry,681481,2022,24,103,26,15,4,1,6,32,28.3,5.3,.252,.485,.310,0.795,,.397,.274,87.2,14.5,37.5,8,11.1,71.4,18.5,33,48.6,51.4,65,209,143,,27.2,
Villar, David,681584,2022,25,156,36,20,6,1,9,58,32,9.9,.231,.455,.331,0.786,,.325,.294,86.8,17.8,33.3,9,9.1,67,26.2,20.8,73.3,26.7,60,378,260,,26.7,
Eaton, Nate,681987,2022,25,106,28,20,4,3,1,30,24.6,8.2,.264,.387,.331,0.718,,.352,.307,85.8,13.6,43.8,4,5,73,16,28.4,41.1,54.8,39,317,103,11,29.7,
Abrams, CJ,682928,2022,21,284,70,54,12,2,2,50,16.6,1.7,.246,.324,.280,0.604,,.316,.277,86.5,6.8,28.6,5,2.1,72.9,15.2,41.2,34.8,64.3,168,566,258,24,29.0,
Greene, Riley,682985,2022,21,376,95,68,18,4,5,120,28.7,8.6,.253,.362,.321,0.683,,.388,.318,89.5,2.8,32,24,9.3,64.3,17.6,27.6,42.9,57.1,242,955,465,,27.7,
Carroll, Corbin,682998,2022,21,104,27,12,9,2,4,31,27,7,.260,.500,.330,0.830,,.359,.295,85.8,9.1,34.2,4,5.5,62.8,21.4,26.4,46.7,51.7,44,261,147,31,30.7,
Henderson, Gunnar,683002,2022,21,116,30,18,7,1,4,34,25.8,12.1,.259,.440,.348,0.788,,.432,.341,92.4,2,25.6,8,9.8,66.4,21.5,17.9,44,56,75,288,149,2,29.0,
Vaughn, Andrew,683734,2022,24,510,138,92,28,1,17,96,17.3,5.6,.271,.429,.321,0.750,,.415,.311,90.8,7.5,34.1,33,7.9,61.4,12.2,32.8,37.3,62.7,196,1111,640,,26.2,
Pasquantino, Vinnie,686469,2022,24,258,76,56,10,0,10,34,11.4,11.7,.295,.450,.383,0.833,,.475,.380,91.2,12.1,34.1,20,8.8,68,9,26.5,29.5,70.5,206,558,236,,25.6,
Massey, Michael,686681,2022,24,173,42,28,9,1,4,46,23.7,4.6,.243,.376,.307,0.683,,.450,.310,89.3,16.4,35.1,17,13,73.5,22.3,35.6,39.1,59.4,121,402,158,,27.1,
Grissom, Vaughn,687093,2022,21,141,41,30,6,0,5,34,21.8,7.1,.291,.440,.353,0.793,,.412,.328,84.6,9,35.2,8,7.4,70.6,15.2,35,44.4,55.6,73,321,174,,27.7,
Cabrera, Miguel,408234,2023,40,181,45,34,10,0,1,41,19.9,11.2,.249,.320,.330,0.650,,.337,.322,88.9,5.8,33.8,6,4.2,69.7,20.8,28.8,42.3,57.7,52,494,186,,23.0,
Cruz Jr., Nelson,443558,2023,42,143,35,24,5,1,5,46,30.3,3.9,.245,.399,.283,0.682,,.414,.279,92.4,10.2,33.7,9,9.2,66.1,21.5,39.4,59.1,40.9,93,298,158,,24.7,
Peralta, David,444482,2023,35,249,69,50,11,1,7,43,16.1,5.2,.277,.414,.315,0.729,,.444,.330,90.6,9.1,31.1,13,6.2,75,15.2,30.9,37,63,183,530,224,,26.9,
Longoria, Evan,446334,2023,37,160,38,18,9,0,11,58,32.6,9,.237,.500,.303,0.803,,.515,.317,93.2,17.5,39.4,14,13.5,56.2,22.2,28.8,43.9,56.1,83,407,192,,26.3,
Blackmon, Charlie,453568,2023,36,211,56,35,14,2,5,33,13.6,8.7,.265,.422,.347,0.769,,.406,.344,86.1,19.7,40.3,11,6.1,67.3,14.2,27,34.5,65.5,109,549,206,,27.7,
Maldonado, Martin,455117,2023,36,234,40,24,8,0,8,84,31.8,7.2,.171,.308,.242,0.550,,.335,.252,88.4,16.9,31.6,13,8.2,65.4,20.9,31.7,58.8,40,70,582,287,,22.8,
Solano, Donovan,456781,2023,35,245,65,41,20,0,4,66,23.1,11.5,.265,.396,.367,0.763,,.409,.377,90.3,13.3,43.3,11,6.1,62.5,15.8,27.4,44.6,55.4,129,670,335,,25.4,
McCutchen, Andrew,457705,2023,36,287,76,54,12,0,10,72,20.7,15.8,.265,.411,.382,0.793,,.404,.382,89.7,13.1,34.7,15,6.8,64.9,19.8,18.8,54.3,45.7,172,797,404,1,28.4,
Turner, Justin,457759,2023,38,370,106,67,23,0,16,66,15.8,9.1,.286,.478,.358,0.836,,.475,.346,90,15.3,36.9,19,6.1,64.9,12.3,23.7,32.4,67.6,169,1102,426,,25.3,
Votto, Joey,458015,2023,39,94,17,6,3,0,8,32,29.1,10.9,.181,.468,.300,0.768,,.424,.311,90.3,13.8,24.2,10,16.1,71.4,23.7,27.1,46.7,53.3,74,229,126,,25.5,
Andrus, Elvis,462101,2023,34,223,47,36,8,1,2,42,16.7,8.4,.211,.283,.288,0.571,,.306,.312,86.5,6.3,32.1,4,2.2,59.1,10.4,27,44.7,55.3,90,517,278,,26.4,
Santana, Carlos,467793,2023,37,341,80,44,25,0,11,68,17.5,11.6,.235,.405,.321,0.726,,.360,.326,89.1,12.4,35.1,15,5.4,68.8,17.4,24.3,39,61,276,840,357,,25.8,
Belt, Brandon,474832,2023,35,226,56,30,18,0,8,99,36.5,15.5,.248,.434,.365,0.799,,.369,.327,89.5,19.2,45,15,11.6,67.1,27.4,17.7,55.8,43.4,149,791,241,,26.1,
Gurriel, Yuli,493329,2023,39,215,56,39,11,3,3,27,11.2,8.7,.260,.381,.324,0.705,,.326,.309,88.7,18.5,37,3,1.6,61.1,8.2,28.1,26,74,90,540,192,,26.9,
Rojas, Miguel,500743,2023,34,231,52,41,11,0,0,30,11.8,7.1,.225,.273,.283,0.556,,.348,.320,87.5,12.2,36.8,4,2,66.6,8.1,36.2,31.7,67.7,80,498,236,,26.3,
Escobar, Eduardo,500871,2023,34,176,43,32,4,3,4,42,22.1,5.8,.244,.369,.286,0.655,,.337,.283,86.2,12.6,35,6,4.4,63.6,17.9,35.6,34.2,65.1,111,412,207,,27.1,
Pham, Tommy,502054,2023,35,218,59,34,15,1,9,53,21.1,11.6,.271,.472,.355,0.827,,.516,.383,93.2,7.1,35.7,21,12.5,61.5,13.1,19.2,54.6,45.4,146,544,276,,27.6,
Martinez, J.D.,502110,2023,35,319,84,37,20,2,25,108,30.6,7.1,.263,.574,.314,0.888,,.572,.327,93,18,41.3,39,17.9,75.1,25.3,31.8,54.1,45.9,130,766,418,,26.0,
Goldschmidt, Paul,502671,2023,35,386,110,72,21,0,17,95,21.4,12,.285,.472,.372,0.844,,.514,.369,92.3,13.4,34.5,35,11.9,61,22.3,26,37.4,62.6,133,1039,574,,26.6,
Altuve, Jose,514888,2023,33,121,32,18,8,0,6,25,17.5,14,.264,.479,.371,0.850,,.425,.359,87.9,12.4,33,8,8.2,59.1,12.4,30.4,31.3,68.8,56,298,147,4,26.4,
Segura, Jean,516416,2023,33,285,62,53,5,2,2,46,14.8,7.1,.218,.270,.278,0.548,,.331,.297,88.1,3.1,23.3,8,3.3,65.4,12,36.8,32.2,67.8,98,694,317,,27.4,
Marte, Starling,516782,2023,34,307,78,65,7,1,5,66,19.8,4.8,.254,.332,.308,0.640,,.411,.321,88.4,6.8,31.3,14,5.8,71.7,17.1,36.9,45,53.8,128,685,365,2,27.1,
d'Arnaud, Travis,518595,2023,34,144,38,23,6,0,9,37,23.3,8.8,.264,.493,.333,0.826,,.484,.324,90.7,7.6,38.3,12,11.2,71.1,23.1,25.9,45.3,54.7,73,336,165,,26.1,
Donaldson, Josh,518626,2023,37,106,15,4,1,0,10,32,26.7,10,.142,.434,.225,0.659,,.538,.293,92.8,11.1,25,15,19.7,65.9,21.4,28.4,37.7,62.3,40,257,142,,24.7,
Freeman, Freddie,518692,2023,33,399,131,73,35,2,21,81,17.6,10.8,.328,.584,.410,0.994,,.589,.406,90.7,15.9,46.6,41,12.7,74.5,15.7,25.4,37.5,62.5,254,977,474,,26.5,
Grandal, Yasmani,518735,2023,34,267,67,47,12,0,8,65,22,8.1,.251,.386,.319,0.705,,.350,.297,88.5,10,33.5,13,6.4,61.6,18,28.6,43.4,56.6,263,651,246,,22.7,
Heyward, Jason,518792,2023,33,198,50,26,14,0,10,46,19.6,11.9,.253,.475,.349,0.824,,.394,.334,88.4,15,32.9,14,9,62.6,15.6,25.9,38.7,60.5,167,489,229,,27.1,
LeMahieu, DJ,518934,2023,34,311,72,46,16,2,8,77,22.3,8.7,.232,.373,.301,0.674,,.395,.326,90.1,5.5,31.4,13,5.5,54.9,13,25.1,37.2,62.2,112,817,309,,25.8,
Moustakas, Mike,519058,2023,34,190,49,31,9,0,9,57,26.4,9.3,.258,.447,.333,0.780,,.419,.313,89.3,18.7,33.1,12,8.8,66,22.3,29.4,51.5,48.5,97,479,281,,25.1,
Rizzo, Anthony,519203,2023,33,349,87,61,14,0,12,89,22.5,8.6,.249,.393,.334,0.727,,.395,.330,90.1,18.1,41.8,18,6.9,64.1,14.8,33.7,41.5,58.5,248,851,431,,24.6,
Stanton, Giancarlo,519317,2023,33,186,38,18,7,0,13,48,23.1,9.1,.204,.452,.284,0.736,,.505,.308,94,12.7,28.1,22,15.8,60.6,21.6,25.2,49.6,50.4,71,489,237,,24.5,
Perez, Salvador,521692,2023,33,349,86,54,15,0,17,91,24.4,3.2,.246,.436,.287,0.723,,.464,.297,90.6,15.8,37.2,27,10.3,78.1,21.5,45.3,43.1,56.9,169,666,393,,24.4,
Flores, Wilmer,527038,2023,31,219,64,37,14,0,13,38,15.5,9,.292,.534,.355,0.889,,.425,.326,85.9,26.3,35.9,13,7.1,62.7,12.1,27.3,21.4,78.6,112,544,279,,24.4,
Bethancourt, Christian,542194,2023,31,211,47,28,12,0,7,56,25.1,4,.223,.379,.252,0.631,,.388,.250,89.3,12.7,26.6,13,8.2,76.6,21.8,46,53.7,46.3,87,342,292,,27.4,
Perez, Carlos,542208,2023,32,125,29,20,4,0,5,27,19.3,7.9,.232,.384,.293,0.677,,.390,.316,89.4,17.5,32.7,6,5.9,63.8,12.8,30.6,38.9,61.1,56,313,159,,24.9,
Ozuna, Marcell,542303,2023,32,298,68,42,8,0,18,79,23.8,9.3,.228,.436,.301,0.737,,.514,.326,91.2,14.4,28.1,31,14,70.2,19.6,29.2,45.6,54.4,148,685,463,,26.3,
Aguilar, Jesus,542583,2023,33,104,23,16,2,0,5,31,27,7,.221,.385,.281,0.666,,.313,.250,86.7,16.3,33.8,5,6.8,57.3,18.2,34.4,34.7,65.3,80,238,106,,22.8,
Berti, Jon,542932,2023,33,253,74,60,10,2,2,51,18.6,5.8,.292,.372,.335,0.707,,.393,.327,85.9,5.3,31.1,8,3.9,65.9,12.7,20.1,46.7,52.2,94,633,235,21,29.5,
Crawford, Brandon,543063,2023,36,198,41,26,10,0,5,57,25.7,9,.207,.333,.285,0.618,,.363,.292,89.4,13.4,33.6,13,9.1,74.1,19.2,31.8,53.2,46,146,454,194,,25.8,
Cron, C.J.,543068,2023,33,196,50,28,11,0,11,45,21.3,5.7,.255,.480,.299,0.779,,.532,.325,88.9,13.9,32.7,25,16.3,64.1,20.3,29.1,44.9,55.1,57,449,273,,25.1,
Gomes, Yan,543228,2023,35,217,58,42,6,2,8,45,19,4.6,.267,.424,.308,0.732,,.390,.302,87.3,17.6,37.9,16,9,70.8,18.2,36.9,37.5,62.5,80,530,228,,26.2,
Grossman, Robbie,543257,2023,33,239,53,34,12,0,7,67,24.5,9.5,.222,.360,.297,0.657,,.336,.290,88.4,20,30.9,11,6.2,60.3,15.3,17.2,44.4,55.6,133,588,284,,27.8,
Harrison, Josh,543281,2023,35,100,21,16,3,0,2,20,18.2,2.7,.210,.300,.264,0.564,,.313,.287,86.4,9.6,30.5,2,2.4,67.3,20.7,31.6,25.9,72.2,33,232,95,,26.5,
Hicks, Aaron,543305,2023,33,200,46,32,6,1,7,55,24.1,11.8,.230,.375,.320,0.695,,.309,.299,85.8,14.2,26.7,7,4.8,62.6,17.4,20,50.5,47.5,226,485,240,,27.4,
Higashioka, Kyle,543309,2023,33,159,35,22,8,0,5,48,27.9,5.2,.220,.365,.257,0.622,,.435,.271,89.5,16.4,37.4,13,11.3,69.9,20,34.7,55.6,44.4,83,302,226,,25.6,
Hosmer, Eric,543333,2023,33,94,22,17,3,0,2,25,25,6,.234,.330,.280,0.610,,.309,.251,85.1,3.4,23.2,4,5.8,65.7,20.9,38.4,28.2,71.8,69,236,87,,24.9,
McCann, James,543510,2023,33,116,23,13,7,0,3,28,22.4,2.4,.198,.336,.230,0.566,,.440,.288,89.8,17.1,30.4,7,7.6,69,18.4,38,51.1,48.9,72,268,114,,26.2,
Nola, Austin,543592,2023,33,130,19,15,3,0,1,31,20.1,11.7,.146,.192,.260,0.452,,.252,.302,85.8,15,24.3,1,1,56.6,7.6,21.1,36.9,60,46,397,171,,26.3,
Rendon, Anthony,543685,2023,33,148,35,27,6,0,2,27,14.8,13.7,.236,.318,.361,0.679,,.388,.389,90.1,16.2,34.4,6,4.8,64.2,11.9,16.9,38.8,58.2,64,462,192,,26.5,
Semien, Marcus,543760,2023,32,426,117,74,27,2,14,63,13.2,9.2,.275,.446,.340,0.786,,.424,.335,88.3,19.6,36.7,21,5.7,75.3,11,21.2,41.5,58.5,182,965,521,1,28.6,
Springer III, George,543807,2023,33,389,101,73,14,1,13,73,17,8.1,.260,.401,.328,0.729,,.442,.341,88.4,11.3,32.2,27,8.5,73.5,16.1,22.7,44.6,55.4,190,831,436,1,27.7,
Vazquez, Christian,543877,2023,32,203,44,33,9,0,2,52,23,8.8,.217,.291,.289,0.580,,.331,.305,86.6,9.8,40.5,4,2.6,63.6,22.7,30.9,31.2,67.4,66,522,225,,25.2,
Wong, Kolten,543939,2023,32,183,30,22,6,0,2,44,21.5,7.8,.164,.230,.244,0.474,,.282,.286,85.4,12.8,28.4,2,1.4,66.7,11.4,26.4,46.2,52.8,138,426,213,1,26.8,
Vargas, Ildemaro,545121,2023,31,100,27,18,6,1,2,5,4.7,4.7,.270,.410,.305,0.715,,.423,.327,87.8,2.2,27.1,4,4.2,61.5,5,33,23.7,74.6,59,214,93,,27.1,
Grichuk, Randal,545341,2023,31,224,70,44,19,1,6,49,19.9,6.9,.313,.487,.370,0.857,,.427,.338,90.1,17.4,36.4,11,6.3,68.4,14.9,32.6,50.3,49.7,105,479,262,,27.1,
Trout, Mike,545361,2023,31,304,80,47,14,1,18,103,28.8,12.6,.263,.493,.369,0.862,,.526,.381,92.1,19.2,38.4,33,16.3,69.9,23.8,19.6,47.7,52.3,108,1026,327,20,29.4,
Harper, Bryce,547180,2023,30,253,75,54,16,0,5,64,21.8,12.9,.296,.419,.388,0.807,,.473,.375,90.9,6.8,35.1,23,12,78.2,21.4,33.2,54.1,45,216,536,322,,27.2,
Abreu, Jose,547989,2023,36,377,92,68,16,0,8,94,22.8,6.8,.244,.350,.298,0.648,,.362,.300,89.4,10.5,32.6,19,6.6,64.6,16,35.9,43.3,56.7,120,946,462,,25.6,
Diaz, Elias,553869,2023,32,311,84,58,15,1,10,72,21,7.6,.270,.421,.327,0.748,,.394,.310,88.6,12.5,31.3,17,7,75.5,18.3,34.9,45.7,54.3,185,674,394,,25.0,
Suarez, Eugenio,553993,2023,31,364,82,51,17,0,14,122,28.4,10.5,.225,.387,.324,0.711,,.466,.337,90.8,19.1,36,34,13.6,65.5,24.1,23.4,56.3,43.8,156,1002,501,,26.3,
Urshela, Gio,570482,2023,31,214,64,53,8,1,2,36,15.8,4.4,.299,.374,.329,0.703,,.355,.294,87.5,8.6,34.8,7,3.9,73.8,11.4,37,32.7,67.3,80,455,264,,26.2,
Schoop, Jonathan,570731,2023,31,136,29,21,8,0,0,37,24.5,8.6,.213,.272,.278,0.550,,.334,.295,89.4,11.2,32.7,4,4,74.8,20.6,32.3,47.5,52.5,63,370,151,,26.9,
Arenado, Nolan,571448,2023,32,380,109,66,19,2,22,75,17.9,6.9,.287,.521,.335,0.856,,.467,.317,89.7,18,34.3,29,9.3,65.5,11.5,33.5,40.2,59.8,132,835,509,,25.0,
Barnhart, Tucker,571466,2023,32,100,20,16,3,0,1,37,32.5,10.5,.200,.260,.289,0.549,,.226,.271,86.9,16.5,29.7,1,1.6,63.9,13,29.1,51.6,45.3,49,256,141,,23.1,
Farmer, Kyle,571657,2023,32,204,51,35,8,2,6,58,25.7,6.2,.250,.397,.314,0.711,,.429,.322,88.4,13.3,39.2,13,8.8,62.3,15.7,33.3,46.9,53.1,87,483,247,,26.7,
Haniger, Mitch,571745,2023,32,148,34,21,9,0,4,42,26.3,5.6,.230,.372,.281,0.653,,.463,.315,90.9,16.7,39.3,12,11.2,65.5,17.4,25.1,55.4,44.6,89,353,162,,26.6,
Hernandez, Enrique,571771,2023,31,297,66,49,11,0,6,68,21.1,6.8,.222,.320,.279,0.599,,.295,.257,87.6,17,28.6,9,3.9,64.8,18.5,26,44.2,55.8,163,671,321,,26.8,
Maile, Luke,571912,2023,32,105,25,14,7,0,4,30,26.5,6.2,.238,.419,.292,0.711,,.430,.287,86.8,14,34.7,9,12,61.8,23.4,25.1,36.8,63.2,36,282,119,,25.9,
Muncy, Max,571970,2023,32,292,58,25,8,0,25,99,28.1,15.3,.199,.483,.330,0.813,,.531,.355,91,22,31.3,36,18.5,54.2,21.4,23.1,50.5,49.5,243,734,473,,26.8,
Myers, Wil,571976,2023,32,127,24,18,3,0,3,48,34,8.5,.189,.283,.257,0.540,,.299,.259,87.5,10.5,29.6,5,6.2,56.2,31,29.7,48.8,51.2,38,285,186,,27.9,
Pollock, AJ,572041,2023,35,127,22,13,4,0,5,30,21.7,6.5,.173,.323,.225,0.548,,.349,.257,89.2,12.2,24.2,7,7.1,71.1,16.6,35.8,42.6,57.4,75,254,165,1,28.9,
Taylor, Michael A.,572191,2023,32,248,55,30,13,0,12,93,34.7,5.2,.222,.419,.271,0.690,,.440,.272,87.6,13.3,31,21,13.3,67.7,24.5,32.3,56.2,41,99,516,365,3,28.6,
