last_name, first_name,player_id,year,player_age,ab,hit,single,double,triple,home_run,strikeout,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,r_stolen_base_pct,xslg,xobp,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel,barrel_batted_rate,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,pitch_count_offspeed,pitch_count_fastball,pitch_count_breaking,n_bolts,sprint_speed,
Gyorko, Jedd,576397,2020,31,117,29,17,3,0,9,38,28.1,11.1,.248,.504,.333,0.837,,.505,.336,88.6,15.3,35.8,13,16,60.2,21,25.9,54.5,45.5,93,262,190,,23.9,
Iglesias, Jose,578428,2020,30,142,53,33,17,0,3,17,11.3,2,.373,.556,.400,0.956,,.502,.388,86.2,7.6,43.7,4,3.2,61.9,7.2,34.4,28.4,71.6,51,337,173,,27.1,
Bryant, Kris,592178,2020,28,131,27,17,5,1,4,40,27.2,8.2,.206,.351,.293,0.644,,.348,.289,86.1,20.7,34.1,5,5.5,74.4,22,23.8,50,50,43,342,201,,27.6,
Canha, Mark,592192,2020,31,191,47,28,12,2,5,54,22.2,15.2,.246,.408,.387,0.795,,.415,.387,89.7,19.4,37.3,11,7.7,57.8,18.4,19.2,40,60,152,580,311,,27.6,
Castellanos, Nick,592206,2020,28,218,49,22,11,2,14,69,28.5,7.9,.225,.486,.298,0.784,,.545,.343,91,16.5,39.3,24,16,73.4,19.9,35.8,55.8,44.2,74,497,377,1,27.7,
DeShields, Delino,592261,2020,27,107,27,22,3,2,0,29,24.2,7.5,.252,.318,.310,0.628,,.303,.285,84.6,6.7,30.5,1,1.2,67.6,19.1,23.8,54.7,41.5,20,274,144,,28.6,
Gamel, Ben,592325,2020,28,114,27,15,8,1,3,39,30.7,10.2,.237,.404,.315,0.719,,.407,.342,87.9,11.5,49.3,5,6.7,59.3,11.8,25.1,68.8,31.3,62,289,159,,26.7,
Goodrum, Niko,592348,2020,28,158,29,16,7,1,5,69,38.5,10.1,.184,.335,.263,0.598,,.336,.263,88.8,16,34.8,9,9.8,66.6,30.6,26.1,55.5,44.5,133,391,244,1,28.0,
Jones, JaCoby,592444,2020,28,97,26,12,9,0,5,34,31.5,6.5,.268,.515,.333,0.848,,.425,.310,89.5,11,35.9,7,10.9,58.1,23.2,26.3,53.1,46.9,39,256,154,,27.0,
Judge, Aaron,592450,2020,28,101,26,14,3,0,9,32,28.1,8.8,.257,.554,.336,0.890,,.545,.344,92.2,15.7,36.2,8,11.6,68.4,19.3,23.3,65.6,34.4,60,275,147,,26.8,
Machado, Manny,592518,2020,27,224,68,39,12,1,16,37,14.6,10.2,.304,.580,.370,0.950,,.540,.372,90.2,15.6,34.6,21,11,72,14.7,23.9,40.7,59.3,117,549,266,,26.4,
Marmolejos, Jose,592530,2020,27,107,22,12,4,0,6,32,27.8,6.1,.206,.411,.261,0.672,,.449,.288,90.5,10.5,33.3,9,12,61.3,19.2,29.4,58.6,41.4,106,200,139,,25.4,
Moran, Colin,592567,2020,27,178,44,24,10,0,10,52,26,9.5,.247,.472,.325,0.797,,.479,.332,91.9,8.3,32.3,17,13.4,69.4,17.2,35.6,43.4,56,109,481,205,,24.2,
Pederson, Joc,592626,2020,28,121,23,12,4,0,7,34,24.6,8,.190,.397,.285,0.682,,.450,.327,93,12.5,26.4,9,10.3,67,25.1,28.3,43.8,55,144,262,143,1,26.4,
Realmuto, J.T.,592663,2020,29,173,46,29,6,0,11,48,24.6,8.2,.266,.491,.349,0.840,,.498,.331,90.2,11.6,32.8,17,13.6,66.9,22.6,25.2,47.4,52.6,72,422,243,,28.2,
Renfroe, Hunter,592669,2020,28,122,19,6,5,0,8,37,26.6,10.1,.156,.393,.252,0.645,,.438,.297,89.6,17.5,23.3,9,10.5,57.5,25.5,26.9,45,55,105,290,164,,27.3,
Rosario, Eddie,592696,2020,28,210,54,34,7,0,13,34,14.7,8.2,.257,.476,.316,0.792,,.437,.307,87.5,18.1,30.3,11,6.2,70.1,15.7,39.6,30.8,69.2,141,444,241,1,26.8,
Simmons, Andrelton,592743,2020,30,118,35,28,7,0,0,16,12.6,6.3,.297,.356,.346,0.702,,.281,.292,86.5,6,27.5,0,0,65.4,11.4,28,27.9,72.1,53,257,131,,26.1,
Yelich, Christian,592885,2020,28,200,41,21,7,1,12,76,30.8,18.6,.205,.430,.356,0.786,,.473,.394,94,7.1,32.3,15,12.1,57.6,21.6,17.8,61.9,38.1,133,612,337,,28.1,
Merrifield, Whit,593160,2020,31,248,70,49,12,0,9,33,12.5,4.5,.282,.440,.325,0.765,,.439,.334,86.1,15.8,39.8,11,5.1,71.8,11.5,28,27.3,72,133,527,323,1,28.4,
Bogaerts, Xander,593428,2020,27,203,61,42,8,0,11,41,18.2,9.3,.300,.502,.364,0.866,,.471,.327,89,8.7,31.3,14,8.6,64.3,17.4,23.7,37.6,62.4,133,546,274,1,27.7,
Alberto, Hanser,593643,2020,27,219,62,44,15,0,3,30,13,2.2,.283,.393,.306,0.699,,.319,.272,82.3,13.2,32.6,2,1,75.7,11.1,52.3,23.5,74.7,80,435,243,,26.8,
Polanco, Jorge,593871,2020,26,209,54,42,8,0,4,35,15.5,5.8,.258,.354,.304,0.658,,.381,.308,86.6,16.1,39,5,2.8,64.4,10.4,23.2,34.3,64.8,181,467,250,1,27.8,
Sano, Miguel,593934,2020,27,186,38,13,12,0,13,90,43.9,8.8,.204,.478,.278,0.756,,.483,.288,95.2,20.2,31.3,22,22.9,70.3,29.4,28,70.5,29.5,91,473,298,,26.5,
Calhoun, Kole,594777,2020,32,190,43,18,9,0,16,50,21.9,12.3,.226,.526,.338,0.864,,.517,.370,89.4,17,36.1,17,11.8,75.9,23,21.6,62.5,37.5,132,533,230,,25.9,
Duvall, Adam,594807,2020,31,190,45,21,8,0,16,54,25.8,7.2,.237,.532,.301,0.833,,.516,.294,88.1,22.9,30.7,19,13.9,66.5,18.4,32.7,43.7,56.3,114,433,247,,28.0,
Eaton, Adam,594809,2020,31,159,36,20,11,1,4,32,18.2,6.8,.226,.384,.285,0.669,,.389,.305,87.8,5.7,30.5,6,4.6,68.5,8.4,33.8,31.6,65.8,111,424,133,,27.9,
Gosselin, Phil,594838,2020,31,92,23,15,5,0,3,27,26.5,9.8,.250,.402,.324,0.726,,.359,.313,85.3,13.8,36.9,4,6.2,60,20.2,24.6,33.9,64.3,71,244,101,6,28.7,
Kiermaier, Kevin,595281,2020,30,138,30,19,5,3,3,42,26.4,12.6,.217,.362,.321,0.683,,.377,.348,87.7,-0.4,28.1,6,6.3,73.7,19,24.1,58.8,41.2,133,329,185,3,29.3,
Alfaro, Jorge,595751,2020,27,93,21,16,2,0,3,36,36,4,.226,.344,.280,0.624,,.379,.275,89.2,2.8,31.6,4,7,80.7,28.9,44.3,60,40,32,212,98,,28.0,
Profar, Jurickson,595777,2020,27,180,50,37,6,0,7,28,13.9,7.4,.278,.428,.343,0.771,,.411,.350,87.2,11,35.5,5,3.2,66.3,14.1,28.8,33.1,66.9,143,493,199,,27.0,
Baez, Javier,595879,2020,27,222,45,27,9,1,8,75,31.9,3,.203,.360,.238,0.598,,.385,.256,89.4,10.3,24.8,12,8.1,73.3,29.3,38.7,49.5,50,69,475,340,1,27.9,
Cave, Jake,595909,2020,27,113,25,16,3,2,4,44,35.8,4.1,.221,.389,.285,0.674,,.332,.277,87.4,8.5,27.5,3,4.3,66.1,28.2,31.3,60.7,38.1,66,285,150,1,27.9,
Lindor, Francisco,596019,2020,26,236,61,40,13,0,8,41,15.4,9,.258,.415,.335,0.750,,.441,.356,89.9,13.5,36.5,11,5.6,72.3,12.4,30,35.7,63.2,205,597,295,,27.4,
Odor, Rougned,596059,2020,26,138,23,9,4,0,10,47,31.8,4.7,.167,.413,.209,0.622,,.423,.240,86,20.7,28,11,11.8,67,14.9,33.7,47.5,52.5,77,301,213,,27.0,
Slater, Austin,596103,2020,27,85,24,16,2,1,5,22,21.2,15.4,.282,.506,.408,0.914,,.540,.425,89.2,10.9,45.3,9,14.1,63,17.3,20.5,48.9,51.1,47,254,130,,27.8,
Story, Trevor,596115,2020,27,235,68,40,13,4,11,63,24.3,9.3,.289,.519,.355,0.874,,.457,.323,89.9,20.8,40.1,15,8.7,66.6,18.3,28.2,40.5,59.5,122,641,254,4,29.0,
Vogelbach, Daniel,596129,2020,27,115,24,15,3,0,6,33,24.3,14.7,.209,.391,.331,0.722,,.411,.349,89.5,10.2,29.3,7,8.5,51.3,16.5,16,40.8,59.2,100,334,178,,24.1,
Sanchez, Gary,596142,2020,27,156,23,9,4,0,10,64,36,10.1,.147,.365,.253,0.618,,.430,.293,91.8,19.2,29.3,16,17.4,61.6,22.1,29.2,54.4,45.6,80,424,262,,25.0,
Kepler, Max,596146,2020,27,171,39,21,9,0,9,36,18.4,11.2,.228,.439,.321,0.760,,.425,.349,88.5,22.2,30.9,7,5.1,66.6,11.2,24.2,46.9,53.1,123,425,217,1,28.1,
Quinn, Roman,596451,2020,27,108,23,17,3,1,2,39,33.6,4.3,.213,.315,.261,0.576,,.282,.259,85.8,9.7,22.9,2,2.9,72.1,17.7,27.1,63.6,30.9,69,255,127,25,30.5,
Franco, Maikel,596748,2020,27,223,62,38,16,0,8,38,15.6,6.6,.278,.457,.321,0.778,,.398,.305,86.7,8.4,33.3,11,5.8,71.4,15.7,32.8,40.1,59.9,105,464,358,,24.6,
Choi, Ji Man,596847,2020,29,122,28,12,13,0,3,36,24.8,13.8,.230,.410,.331,0.741,,.303,.307,89,15.7,30.3,3,3.4,67.9,21.3,22.3,61.8,38.2,130,314,145,,24.3,
Bradley Jr., Jackie,598265,2020,30,191,54,36,11,0,7,48,22.1,10.6,.283,.450,.364,0.814,,.368,.311,88.4,4.3,28.5,11,7.6,67.6,22.4,23.8,35.6,62.4,151,494,183,,27.3,
La Stella, Tommy,600303,2020,31,196,55,34,14,2,5,12,5.3,11.8,.281,.449,.370,0.819,,.423,.366,88,17.1,32.1,9,4.8,54.2,8.8,21.3,17.3,82.7,136,586,189,,25.4,
Severino, Pedro,600474,2020,26,160,40,29,5,1,5,40,22.5,9,.250,.388,.322,0.710,,.430,.339,87.6,9.5,36.4,9,7.4,67,15.2,29.5,51.2,48.8,85,411,233,,26.6,
Nunez, Renato,600524,2020,26,195,50,28,10,0,12,64,29.6,7.9,.256,.492,.324,0.816,,.431,.298,86.3,21.1,37.9,16,12.1,67,24.1,39.8,38.5,61.5,97,490,298,,26.6,
Candelario, Jeimer,600869,2020,26,185,55,34,11,3,7,49,23.8,9.7,.297,.503,.369,0.872,,.471,.351,90.2,13.3,37.5,14,10.3,68,16.6,26.1,51.2,47.9,155,426,254,,26.8,
Ahmed, Nick,605113,2020,30,199,53,37,10,1,5,46,21.2,8.3,.266,.402,.327,0.729,,.377,.310,87.7,9.4,30.1,8,5.2,69.2,20.8,30.3,40.4,59.6,108,459,259,1,28.1,
Anderson, Brian,605119,2020,27,200,51,32,7,1,11,66,28.8,9.6,.255,.465,.345,0.810,,.426,.321,87.4,9.6,34.8,13,9.6,73.4,27.9,29.6,47.3,52.7,125,494,264,,26.4,
Barnes, Austin,605131,2020,30,86,21,17,3,0,1,24,23.1,12.5,.244,.314,.353,0.667,,.279,.310,86.9,16.2,21.5,1,1.5,71.7,22.4,16.2,36.7,63.3,32,251,107,,26.5,
Bell, Josh,605137,2020,27,195,44,33,3,0,8,59,26.5,9.9,.226,.364,.305,0.669,,.381,.308,91.7,5.9,24.3,12,8.6,72.5,25.2,26.9,49.6,50.4,169,458,225,,26.2,
Betts, Mookie,605141,2020,27,219,64,38,9,1,16,38,15.4,9.8,.292,.562,.366,0.928,,.485,.359,90.7,18.5,40.1,14,7.7,58,6.7,23.2,31.5,68.5,128,554,247,6,28.3,
Caratini, Victor,605170,2020,26,116,28,20,7,0,1,31,23.5,9.1,.241,.328,.333,0.661,,.318,.311,87.9,6.2,25.9,3,3.5,61.7,16,20.8,43.3,56.7,89,280,166,,24.6,
Davis, J.D.,605204,2020,27,190,47,32,9,0,6,56,24.5,13.5,.247,.389,.371,0.760,,.430,.381,90.1,3.3,29.6,12,8.9,66.8,21.5,23.2,51.4,48.6,128,594,221,,27.2,
Panik, Joe,605412,2020,29,120,27,20,6,0,1,27,19.1,14.2,.225,.300,.340,0.640,,.348,.359,87.5,9.3,34.4,1,1.1,64,12,18.4,35.8,64.2,112,321,98,,26.4,
Arcia, Orlando,606115,2020,25,173,45,29,10,1,5,32,16.9,7.4,.260,.416,.317,0.733,,.428,.339,89,9.6,37.3,8,5.6,67.6,19.1,28.1,31.7,68.3,52,404,228,,26.2,
Tapia, Raimel,606132,2020,26,184,59,48,8,2,1,38,18.4,6.8,.321,.402,.369,0.771,,.333,.312,85.3,1.8,28.7,3,2,71.3,12.5,30.7,33.3,65,102,539,146,5,28.2,
Hernandez, Teoscar,606192,2020,27,190,55,32,7,0,16,63,30.4,6.8,.289,.579,.340,0.919,,.614,.346,93.3,15.3,40.6,23,18,62.9,27.7,30.9,48.5,51.5,123,459,251,,28.3,
Peraza, Jose,606299,2020,26,111,25,15,8,1,1,18,15,4.2,.225,.342,.275,0.617,,.360,.292,85.4,20,37.2,4,4.3,71.6,10.8,40.8,38.2,61.8,49,250,105,,28.2,
Marte, Ketel,606466,2020,26,181,52,35,14,1,2,21,10.8,3.6,.287,.409,.323,0.732,,.381,.309,89.2,10,28.8,6,3.7,61.8,9.2,27.9,25,75,157,406,127,2,27.7,
Nimmo, Brandon,607043,2020,27,186,52,33,8,3,8,43,19.1,14.7,.280,.484,.404,0.888,,.430,.387,87.2,7.6,30.8,11,7.7,67.4,16.3,17.3,41.4,57.5,131,620,221,,28.0,
Turner, Trea,607208,2020,27,233,78,47,15,4,12,36,13.9,8.5,.335,.588,.394,0.982,,.515,.369,90.5,9.5,34.2,19,9.5,67.5,13.5,27.2,34,66,139,632,249,48,30.0,
Pillar, Kevin,607680,2020,31,208,60,39,12,3,6,41,18.4,5.8,.288,.462,.336,0.798,,.435,.322,87.1,13.4,34.7,9,5.4,67.2,15.6,36.8,42.9,57.1,143,459,222,,27.8,
Stallings, Jacob,607732,2020,30,125,31,21,7,0,3,40,28,10.5,.248,.376,.326,0.702,,.323,.292,88.6,12.4,33,4,4.5,60.1,14.5,20.5,54.4,45.6,44,359,208,,23.5,
Ramirez, Jose,608070,2020,27,219,64,30,16,1,17,43,16.9,12.2,.292,.607,.386,0.993,,.507,.362,88.7,23.2,36.7,18,10.2,63.2,13.1,22.7,25,75,225,585,329,,27.2,
Bregman, Alex,608324,2020,26,153,37,18,12,1,6,26,14.4,13.3,.242,.451,.350,0.801,,.389,.358,88.9,17.3,35.9,5,3.9,56.3,8.2,18,32.9,67.1,90,446,186,,27.0,
Gallo, Joey,608336,2020,26,193,35,17,8,0,10,79,35,12.8,.181,.378,.301,0.679,,.418,.310,91.2,26.8,28.9,16,14,67.1,29.6,19.1,66.3,33.7,136,542,270,,27.1,
Kelly, Carson,608348,2020,25,122,27,17,5,0,5,29,22.5,4.7,.221,.385,.264,0.649,,.355,.264,86.3,16.7,32.3,4,4.3,63.7,22,23.7,42.6,57.4,52,316,130,,25.6,
Seager, Corey,608369,2020,26,212,65,37,12,1,15,37,15.9,7.3,.307,.585,.358,0.943,,.656,.381,93.2,11.9,38.4,28,15.8,82.2,14.2,30.3,56,44,142,422,235,,27.0,
Winker, Jesse,608385,2020,26,149,38,19,7,0,12,46,25.1,15.3,.255,.544,.388,0.932,,.524,.397,92.1,10.5,37.5,14,13.5,64.1,25.6,19.4,38.3,60.5,92,424,259,,26.4,
Mazara, Nomar,608577,2020,25,136,31,24,6,0,1,44,29.5,6.7,.228,.294,.295,0.589,,.364,.290,91,6.7,28.3,7,7.6,61.8,19.1,33.5,43.2,56.8,79,314,196,,25.8,
Mondesi, Adalberto,609275,2020,24,219,56,36,11,3,6,70,30,4.7,.256,.416,.294,0.710,,.355,.255,90.6,13.7,19.9,11,7.3,77.4,31.5,35,55.6,43.1,179,422,231,24,29.4,
Reyes, Franmil,614177,2020,24,211,58,39,10,0,9,69,28.6,10,.275,.450,.344,0.794,,.442,.328,92.4,11.2,31.3,19,12.9,69.3,28.1,27.5,59.3,40.7,98,528,333,,26.2,
Lopes, Tim,621005,2020,26,143,34,20,12,0,2,34,22.5,4,.238,.364,.278,0.642,,.347,.275,87.2,6.5,29.4,3,2.8,74.4,25.6,33.3,38.3,61.7,69,325,173,,28.4,
Swanson, Dansby,621020,2020,26,237,65,40,15,0,10,71,26.9,8.3,.274,.464,.345,0.809,,.474,.341,89.1,14.7,40.7,19,11.4,70.9,26.1,24,47.3,52.7,112,598,343,3,28.5,
Newman, Kevin,621028,2020,26,156,35,29,5,0,1,21,12.2,7,.224,.276,.281,0.557,,.337,.310,85.5,8.7,32.6,1,0.7,60.2,5.7,28,32.3,66.7,49,385,215,,27.5,
Taylor, Chris,621035,2020,29,185,50,30,10,2,8,55,25.7,12.1,.270,.476,.366,0.842,,.488,.368,88,9.1,35.1,15,11.5,73.7,27.2,17.3,53.9,46.1,117,460,281,,28.4,
Correa, Carlos,621043,2020,25,201,53,39,9,0,5,49,22.2,7.2,.264,.383,.326,0.709,,.402,.319,88.8,11.3,26.1,9,5.9,65.7,14.4,31.8,41.4,58.6,99,480,276,,27.2,
Buxton, Byron,621439,2020,26,130,33,17,3,0,13,36,26.7,1.5,.254,.577,.267,0.844,,.548,.262,91.2,23.6,25,13,13.5,79,18.6,48.9,45.8,54.2,38,273,131,17,30.0,
Brinson, Lewis,621446,2020,26,106,24,15,6,0,3,30,26.8,5.4,.226,.368,.268,0.636,,.390,.287,88.1,7.9,27.6,6,7.9,71.4,20.7,36.1,47.6,52.4,51,208,165,2,28.6,
Stewart, DJ,621466,2020,26,88,17,8,2,0,7,38,33.9,17.9,.193,.455,.355,0.810,,.392,.354,91.4,17.8,28.8,10,19.2,75.6,28.8,24.2,55.6,42.9,86,275,133,,26.2,
Ward, Taylor,621493,2020,26,94,26,18,6,2,0,28,27.5,7.8,.277,.383,.333,0.716,,.396,.308,91.1,10.4,31.8,3,4.5,63.3,13,23.9,54.5,45.5,25,236,128,1,28.4,
Wendle, Joey,621563,2020,30,168,48,33,9,2,4,35,19,5.4,.286,.435,.342,0.777,,.375,.316,86.7,5.1,32.8,5,3.7,64.6,7.6,36.5,37,62.2,121,381,167,,28.2,
Olson, Matt,621566,2020,26,210,41,22,4,1,14,77,31.4,13.9,.195,.424,.310,0.734,,.453,.336,92.3,19.6,30.1,17,12.8,67.6,29.1,20,52.4,47.6,158,593,239,,25.9,
Margot, Manuel,622534,2020,25,145,39,29,9,0,1,25,15.7,8.2,.269,.352,.327,0.679,,.381,.319,89.4,7.5,32.2,5,4.1,64.3,15.4,31.7,37.9,60,76,354,145,6,28.4,
Camargo, Johan,622666,2020,26,120,24,12,8,0,4,35,27.6,4.7,.200,.367,.244,0.611,,.316,.229,87.3,9.8,23.5,4,4.7,69.1,29.7,30.1,42.4,57.6,134,290,106,,25.6,
Reyes, Victor,622682,2020,25,202,56,43,7,2,4,45,21.1,4.2,.277,.391,.315,0.706,,.430,.324,90,10.7,39.5,6,3.8,69.4,18.8,41.5,37.2,62.8,114,470,220,3,27.9,
Bote, David,623520,2020,27,125,25,14,3,1,7,40,27.6,11.7,.200,.408,.303,0.711,,.418,.332,92.4,9.3,25.6,9,10.5,58.2,20.5,21.7,45.6,54.4,57,359,170,,27.6,
Santander, Anthony,623993,2020,25,153,40,15,13,1,11,25,15.2,6.1,.261,.575,.315,0.890,,.516,.339,88.6,24.7,40.6,13,10.2,74.7,22.2,37.1,30.2,69.8,125,339,122,,26.7,
Alonso, Pete,624413,2020,25,208,48,26,6,0,16,61,25.5,10,.231,.490,.326,0.816,,.463,.323,90.2,15.5,30.4,19,12.8,65.3,17.7,30.5,52.2,47.8,80,567,275,,26.2,
Biggio, Cavan,624415,2020,25,220,55,31,16,0,8,61,23,15.5,.250,.432,.375,0.807,,.343,.345,87.4,16.7,31.4,8,5,59.6,18,13.7,44.2,54.5,160,706,242,,27.7,
Conforto, Michael,624424,2020,27,202,65,44,12,0,9,57,24.5,10.3,.322,.515,.412,0.927,,.478,.377,88.4,11,38.6,16,11,65.1,16.6,25.2,48,52,150,499,280,,26.8,
Frazier, Adam,624428,2020,28,209,48,34,7,0,7,35,15.2,7.4,.230,.364,.297,0.661,,.378,.317,85.5,12.3,34.9,7,4,68.9,11.1,24.7,30.4,69.6,103,556,216,,27.1,
Soler, Jorge,624585,2020,28,149,34,18,8,0,8,60,34.5,10.9,.228,.443,.326,0.769,,.487,.339,92.5,15.5,36.7,17,18.9,56.5,26.3,23.4,58.3,41.7,83,369,270,,26.5,
Cronenworth, Jake,630105,2020,26,172,49,27,15,3,4,30,15.6,9.4,.285,.477,.354,0.831,,.535,.383,89.8,10.6,37.8,15,10.5,58.1,10.3,19,38.8,61.2,110,470,168,2,28.7,
Frazier, Clint,640449,2020,25,131,35,20,6,1,8,44,27.5,15.6,.267,.511,.394,0.905,,.447,.377,89.4,11.6,38.6,11,12.5,59.6,22.6,14.4,64.2,35.8,96,391,197,,27.5,
Meadows, Austin,640457,2020,25,132,27,14,8,1,4,50,32.9,11.2,.205,.371,.296,0.667,,.344,.282,90.3,24.2,28.6,6,7.1,67.5,23.8,26.9,48.4,51.6,128,387,137,,26.5,
Anderson, Tim,641313,2020,27,208,67,45,11,1,10,50,22.6,4.5,.322,.529,.357,0.886,,.508,.330,87.2,6.7,33.3,16,10.1,73,23.2,39.3,43.6,56.4,84,427,256,14,28.7,
Bellinger, Cody,641355,2020,24,213,51,29,10,0,12,42,17.3,12.3,.239,.455,.333,0.788,,.494,.374,89.3,16.6,29.2,16,9.4,68.2,19.6,27.9,31.9,68.1,153,569,242,14,28.6,
Calhoun, Willie,641432,2020,25,100,19,15,2,1,1,17,15.7,4.6,.190,.260,.231,0.491,,.271,.244,89.3,14.4,25.9,1,1.2,65.6,10.2,22.4,27.7,72.3,54,200,165,,25.5,
Crawford, J.P.,641487,2020,25,204,52,41,7,2,2,39,16.8,9.9,.255,.338,.336,0.674,,.360,.343,85.8,11.5,34.1,3,1.8,58.3,11.1,22.9,37.5,61.5,151,591,192,2,26.6,
Dozier, Hunter,641531,2020,28,158,36,24,4,2,6,48,25.8,14.5,.228,.392,.344,0.736,,.385,.351,86.4,17,26.4,9,8.2,64.1,14.1,24.4,65.7,34.3,82,373,260,,28.0,
Hampson, Garrett,641658,2020,25,167,39,27,4,3,5,60,32.6,7.1,.234,.383,.287,0.670,,.391,.287,86.3,14.4,39.6,9,8.1,64.2,19.1,21.8,59,41,106,491,166,15,29.6,
Lewis, Kyle,641786,2020,24,206,54,40,3,0,11,71,29.3,14,.262,.437,.364,0.801,,.433,.347,88.3,11.1,37.2,16,11.7,64.1,26.7,24.6,58.6,41.4,152,563,260,1,27.9,
McMahon, Ryan,641857,2020,25,172,37,21,6,1,9,66,34.2,9.3,.215,.419,.295,0.714,,.389,.286,90.1,9.2,27.1,12,11.2,67.7,22.3,27.2,53.9,44.3,138,512,186,,25.9,
O'Neill, Tyler,641933,2020,25,139,24,12,5,0,7,43,27.4,9.6,.173,.360,.261,0.621,,.379,.282,88,15.1,23.7,8,8.2,68.7,28,25.1,48.2,51.8,46,318,250,13,29.6,
Sisco, Chance,642082,2020,25,98,21,13,4,0,4,41,33.9,14,.214,.378,.364,0.742,,.376,.348,88.8,20,45.6,7,12.3,68.8,26.4,21.2,68.3,30,96,296,144,,24.1,
Smith, Dominic,642086,2020,25,177,56,24,21,1,10,45,22.6,7,.316,.616,.377,0.993,,.566,.365,89.8,10.8,43,18,13.3,71.7,18.9,33.8,39.6,60.4,118,452,182,,25.9,
Tellez, Rowdy,642133,2020,25,113,32,19,5,0,8,20,15.7,8.7,.283,.540,.346,0.886,,.508,.351,90.7,10.6,30.5,8,8.4,70.2,14.4,34.2,38.6,61.4,71,241,129,,25.3,
Valaika, Pat,642162,2020,27,141,39,27,4,0,8,34,22.7,5.3,.277,.475,.315,0.790,,.456,.300,88.7,18.2,38.9,9,8.3,70.3,16.7,33.8,50.9,49.1,62,349,156,,27.3,
Wade, Tyler,642180,2020,25,88,15,9,3,0,3,22,21,11.4,.170,.307,.288,0.595,,.326,.349,86.6,13.4,30.9,1,1.5,62.9,11.9,22.7,39,56.1,61,256,77,,28.2,
Rosario, Amed,642708,2020,24,143,36,28,3,1,4,34,23.1,2.7,.252,.371,.272,0.643,,.340,.254,86.5,4.2,30.3,4,3.7,67.3,14.6,36.8,41.4,58.6,82,290,144,2,28.7,
Adames, Willy,642715,2020,24,185,48,24,15,1,8,74,36.1,9.8,.259,.481,.332,0.813,,.394,.305,88.8,12.5,36.9,11,9.9,69.1,31.2,26.3,56,44,128,451,235,,28.2,
Cooper, Garrett,643265,2020,29,120,34,20,8,0,6,31,23.3,8.3,.283,.500,.353,0.853,,.518,.371,90.1,9.5,39.3,9,10.1,55.2,14,27.5,36.6,63.4,56,330,168,,25.9,
Dubon, Mauricio,643289,2020,25,157,43,34,4,1,4,36,20.3,8.5,.274,.389,.337,0.726,,.402,.324,86.2,16.7,40.3,5,4,76.4,18.4,33.6,36.2,61.2,66,384,218,,27.9,
Jansen, Danny,643376,2020,25,120,22,13,3,0,6,31,21.1,14.3,.183,.358,.313,0.671,,.439,.366,85.1,16.3,36.6,8,8.6,72.7,18.2,19.9,45.9,54.1,90,326,145,,27.2,
Kemp, Tony,643393,2020,28,93,23,18,5,0,0,14,12.3,13.2,.247,.301,.363,0.664,,.349,.372,85.8,18.8,42.7,1,1.2,68.1,8.5,18.9,31.6,68.4,92,235,77,,26.6,
Kiner-Falefa, Isiah,643396,2020,25,211,59,49,4,3,3,32,14,6.1,.280,.370,.329,0.699,,.340,.312,87.2,0.8,22.2,4,2.2,65.5,9.5,27.4,32.7,67.3,89,462,243,,28.1,
Long Jr., Shed,643418,2020,24,117,20,12,5,0,3,37,28.9,8.6,.171,.291,.242,0.533,,.304,.246,87.1,2.6,21.3,5,6.3,62.1,23.5,28.3,57.5,42.5,88,273,128,,26.8,
McNeil, Jeff,643446,2020,28,183,57,39,14,0,4,24,11.5,9.6,.311,.454,.383,0.837,,.407,.355,86.6,11.5,37,4,2.5,83.1,13.6,32.4,26.9,73.1,129,445,223,,27.0,
Tauchman, Mike,643565,2020,29,95,23,17,6,0,0,26,23.4,12.6,.242,.305,.342,0.647,,.324,.353,84.9,10.6,34.3,1,1.4,68.6,23.5,21,46.9,53.1,71,299,93,,27.1,
Albies, Ozzie,645277,2020,23,118,32,21,5,0,6,30,24.2,4,.271,.466,.306,0.772,,.411,.271,86.7,17.8,35.2,8,9.1,81.8,16.3,33.8,45.9,54.1,99,232,112,7,28.0,
Robles, Victor,645302,2020,23,168,37,28,5,1,3,53,28,4.8,.220,.315,.293,0.608,,.280,.284,82.2,19,37.3,2,1.7,73.2,20.8,29.2,41.7,56.5,84,465,199,4,28.0,
Devers, Rafael,646240,2020,23,232,61,33,16,1,11,67,27,5.2,.263,.483,.310,0.793,,.460,.304,93,10.6,33.3,20,12.1,74.1,26.9,38.6,39.2,60.3,138,596,242,,26.5,
Naylor, Josh,647304,2020,23,97,24,19,3,1,1,12,11.5,4.8,.247,.330,.291,0.621,,.383,.317,86.8,7.8,28.2,3,3.5,69.8,9.7,27.7,30.8,67.3,61,192,120,,26.9,
Urias, Luis,649966,2020,23,109,26,21,4,1,0,32,26.7,8.3,.239,.294,.308,0.602,,.292,.297,87.7,2.3,22.1,1,1.3,56.7,17,25.5,34.9,65.1,44,275,160,,27.0,
