"name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","b_rbi","r_run","xba","xslg","xobp","avg_swing_speed","squared_up_contact","squared_up_swing","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","n_outs_above_average","n_bolts","sprint_speed"
"Waters, Drew","671221","2023","24","302","337","69","45","11","5","8","107","27",".228",".377",".300","0.677","32","40",".235",".412",".306",,,,"87.4","17.2",38.4,"20",10.1,"5",,"28.7"
"García, Luis","671277","2023","23","447","482","119","88","18","4","9","60","27",".266",".385",".304","0.689","50","61",".263",".404",".304",,,,"88.3","4.6",31.9,"23",5.8,,,"27.2"
"Freeman, Tyler","671289","2023","24","153","168","37","26","7","0","4","30","10",".242",".366",".295","0.661","18","20",".272",".397",".323",,,,"85.8","6.2",38.9,"4",3.2,,,"28.6"
"Butler, Lawrence","671732","2023","22","123","129","26","18","4","0","4","35","4",".211",".341",".240","0.581","10","10",".235",".423",".263",,,,"88.3","16.2",24.7,"8",9,"0",,"27.4"
"Harris II, Michael","671739","2023","22","505","539","148","94","33","3","18","101","25",".293",".477",".331","0.808","57","76",".304",".490",".342",,,,"90.9","7.6",34.6,"41",10,"7","14","28.8"
"Bailey, Patrick","672275","2023","24","326","353","76","50","18","1","7","100","21",".233",".359",".285","0.644","48","29",".249",".420",".302",,,,"88.7","10.2",36.2,"23",10,,,"26.2"
"Kelenic, Jarred","672284","2023","23","372","416","94","56","25","2","11","132","41",".253",".419",".327","0.746","49","44",".264",".435",".338",,,,"90.9","10.1",38.8,"23",9.5,"0","1","28.0"
"Arias, Gabriel","672356","2023","23","315","345","66","41","15","0","10","113","28",".210",".352",".275","0.627","26","36",".230",".407",".294",,,,"91.1","3.7",31,"20",9.9,"-1",,"28.0"
"Kirk, Alejandro","672386","2023","24","372","422","93","69","16","0","8","45","42",".250",".358",".334","0.692","43","34",".256",".386",".340",,,,"87.6","6.3",31.9,"17",5.2,,,"23.7"
"Diaz, Jordan","672478","2023","22","272","293","60","41","9","0","10","69","17",".221",".364",".273","0.637","27","20",".227",".370",".280",,,,"90","5.4",29.9,"13",6.4,,,"25.3"
"Moreno, Gabriel","672515","2023","23","341","380","97","70","19","1","7","75","29",".284",".408",".339","0.747","50","33",".266",".387",".326",,,,"89.8","4.2",32.6,"13",4.8,,,"27.2"
"Garcia, Maikel","672580","2023","23","464","515","126","98","20","4","4","115","38",".272",".358",".323","0.681","50","59",".274",".393",".330",,,,"91.8","6.1",36.9,"14",3.9,,"6","28.2"
"Perdomo, Geraldo","672695","2023","23","407","495","100","70","20","4","6","86","64",".246",".359",".353","0.712","47","71",".204",".272",".318",,,,"85.7","16.4",35.4,"3",0.9,,"1","27.2"
"Peraza, Oswald","672724","2023","23","173","191","33","23","8","0","2","50","13",".191",".272",".267","0.539","14","15",".222",".331",".296",,,,"87.2","9.8",27.6,"5",4.1,,"3","28.7"
"Canario, Alexander","672744","2023","23","17","17","5","2","1","1","1","8","0",".294",".647",".294","0.941","6","1",".226",".367",".226",,,,"89.6","20.9",44.4,"0",0,,,"25.8"
"Marcano, Tucupita","672779","2023","23","202","220","47","30","12","2","3","35","10",".233",".356",".276","0.632","18","16",".248",".371",".294",,,,"88.3","14.4",32,"9",5.2,,,"27.6"
"Sosa, Lenyn","672820","2023","23","164","173","33","21","6","0","6","40","5",".201",".348",".224","0.572","14","12",".250",".413",".271",,,,"89.4","14.1",30.5,"10",7.8,,,"27.6"
"Diaz, Yainer","673237","2023","24","355","377","100","55","22","0","23","74","11",".282",".538",".308","0.846","60","51",".285",".539",".312",,,,"90.3","11.5",36.9,"35",12.2,,,"27.6"
"Robert Jr., Luis","673357","2023","25","546","595","144","69","36","1","38","172","30",".264",".542",".315","0.857","80","90",".259",".515",".312",,,,"89.1","16.1",38,"58",15.4,"13","22","28.7"
"Kim, Ha-Seong","673490","2023","27","538","626","140","100","23","0","17","124","75",".260",".398",".351","0.749","60","84",".245",".359",".339",,,,"86.2","13.6",36.1,"18",4.2,,"1","28.5"
"Suzuki, Seiya","673548","2023","28","515","583","147","90","31","6","20","130","59",".285",".485",".357","0.842","74","75",".283",".469",".358",,,,"91.4","10.8",36.5,"41",10.5,"2","5","28.5"
"Jung, Josh","673962","2023","25","478","515","127","78","25","1","23","151","30",".266",".467",".315","0.782","70","75",".260",".482",".309",,,,"91.8","15",41.9,"39",11.9,,,"26.8"
"Smith, Kevin","675656","2023","26","135","146","25","16","4","0","5","51","5",".185",".326",".220","0.546","11","15",".180",".335",".215",,,,"88","13.6",30.3,"8",9,,,"27.3"
"Williams, Alika","675961","2023","24","101","112","20","15","5","0","0","35","9",".198",".248",".270","0.518","6","7",".198",".263",".271",,,,"83.4","10.1",38.8,"2",3,,,"28.2"
"Smith-Njigba, Canaan","675986","2023","24","32","37","4","2","1","1","0","16","4",".125",".219",".216","0.435","5","3",".155",".276",".248",,,,"87","0.2",23.5,"2",11.8,"-1",,"26.4"
"Westburg, Jordan","676059","2023","24","208","228","54","32","17","2","3","56","16",".260",".404",".311","0.715","23","26",".260",".400",".316",,,,"90.2","13.4",38.1,"10",6.5,,"1","28.9"
"Noda, Ryan","676116","2023","27","406","495","93","54","22","1","16","170","77",".229",".406",".364","0.770","54","63",".213",".392",".352",,,,"91.2","16",38.2,"31",13,,,"27.3"
"DeLuca, Jonny","676356","2023","24","42","45","11","8","1","0","2","8","3",".262",".429",".311","0.740","6","5",".217",".349",".269",,,,"83.7","8.7",32.4,"2",5.9,"1","9","29.7"
"Velázquez, Nelson","676369","2023","24","162","179","38","15","6","0","17","51","14",".235",".586",".302","0.888","34","35",".255",".575",".321",,,,"91","14.4",31.3,"24",21.4,"-3",,"27.2"
"Clement, Ernie","676391","2023","27","50","52","19","16","1","1","1","4","1",".380",".500",".385","0.885","10","7",".323",".426",".330",,,,"84.1","16.3",36.2,"1",2.1,,"1","28.4"
"Burleson, Alec","676475","2023","24","315","347","77","48","20","1","8","45","23",".244",".390",".300","0.690","36","34",".277",".449",".331",,,,"89.9","12.4",36.6,"16",5.9,"-7",,"25.6"
"Barrero, Jose","676480","2023","25","133","149","29","19","8","0","2","44","15",".218",".323",".295","0.618","17","15",".219",".325",".297",,,,"87.5","17.2",31.1,"3",3.3,"-2",,"27.5"
"Caballero, José","676609","2023","26","231","280","51","37","9","1","4","66","28",".221",".320",".343","0.663","26","37",".205",".303",".333",,,,"83.3","21.5",33.1,"6",3.6,,"5","29.0"
"Madris, Bligh","676632","2023","27","26","30","4","3","1","0","0","7","4",".154",".192",".267","0.459","0","4",".197",".295",".304",,,,"85.5","19.2",26.3,"1",5.3,,,"26.1"
"Meyers, Jake","676694","2023","27","309","341","70","43","16","1","10","88","26",".227",".382",".296","0.678","33","42",".213",".357",".285",,,,"86","13.9",34.7,"14",6.3,"9","3","29.2"
"Trejo, Alan","676701","2023","27","207","227","48","33","11","0","4","51","16",".232",".343",".288","0.631","26","24",".233",".334",".290",,,,"85.5","14.6",36.5,"7",4.4,,,"26.4"
"Young, Jared","676724","2023","27","43","47","8","3","0","3","2","13","3",".186",".465",".255","0.720","8","8",".191",".377",".260",,,,"88.8","10.3",26.7,"3",10,,,"28.5"
"Lopez, Irving","676761","2023","28","11","12","0","0","0","0","0","5","0",".000",".000",".000","0.000","1","0",".100",".126",".094",,,,"83.2","10.9",28.6,"0",0,,,
"McCormick, Chas","676801","2023","28","403","457","110","69","17","2","22","117","40",".273",".489",".353","0.842","70","59",".246",".457",".330",,,,"88","14.6",38.4,"32",11.1,"4","1","28.2"
"Schneider, Davis","676914","2023","24","116","141","32","11","12","1","8","43","21",".276",".603",".404","1.007","20","23",".214",".459",".353",,,,"89.5","26",49.3,"13",17.8,,,"27.4"
"Batten, Matthew","676946","2023","28","120","139","31","23","6","0","2","30","17",".258",".358",".355","0.713","11","19",".210",".263",".313",,,,"85","15",28.6,"1",1.1,,"2","28.6"
"Kjerstad, Heston","677008","2023","24","30","33","7","4","1","0","2","10","2",".233",".467",".281","0.748","3","3",".269",".553",".315",,,,"92.3","19.3",45,"4",20,,,"27.9"
"Paris, Kyren","677347","2023","21","40","46","4","4","0","0","0","17","4",".100",".100",".200","0.300","1","4",".168",".247",".261",,,,"85.6","4.5",20.8,"1",4.2,,"5","29.2"
"Franco, Wander","677551","2023","22","442","491","124","78","23","6","17","69","42",".281",".475",".344","0.819","58","65",".300",".484",".363",,,,"89.4","8.9",35,"29",7.7,,,"27.5"
"Rocchio, Brayan","677587","2023","22","81","86","20","14","6","0","0","27","4",".247",".321",".279","0.600","8","9",".184",".237",".220",,,,"85.8","1.5",30.9,"0",0,,,"27.4"
"Tena, José","677588","2023","22","31","34","7","5","2","0","0","13","3",".226",".290",".294","0.584","3","2",".174",".284",".246",,,,"88.5","13.3",44.4,"1",5.6,,,"26.8"
"Pereira, Everson","677592","2023","22","93","103","14","10","4","0","0","40","8",".151",".194",".233","0.427","10","6",".214",".306",".290",,,,"91.9","10",39.6,"4",7.5,"0",,"28.0"
"Rodríguez, Julio","677594","2023","22","654","714","180","109","37","2","32","175","47",".275",".485",".333","0.818","103","102",".274",".475",".332",,,,"92.7","8.5",31.8,"57",11.9,"12","81","29.6"
"Mauricio, Ronny","677595","2023","22","101","108","25","19","4","0","2","31","7",".248",".347",".296","0.643","9","11",".242",".364",".291",,,,"90.7","7.6",37.1,"4",5.7,,,"27.7"
"Duran, Ezequiel","677649","2023","24","406","439","112","74","22","2","14","120","23",".276",".443",".324","0.767","46","55",".256",".434",".307",,,,"90.1","14",36.3,"25",8.7,"-2","17","29.1"
"Abreu, Wilyer","677800","2023","24","76","85","24","16","6","0","2","23","9",".316",".474",".388","0.862","14","10",".268",".481",".346",,,,"91.3","11.9",35.8,"5",9.4,"0",,"26.7"
"Adams, Jordyn","677941","2023","23","39","40","5","5","0","0","0","16","0",".128",".128",".125","0.253","1","1",".180",".232",".178",,,,"91.8","6.2",29.2,"0",0,"-2","2","29.2"
"Thomas, Alek","677950","2023","23","374","402","86","55","17","5","9","86","19",".230",".374",".273","0.647","39","51",".251",".373",".293",,,,"88.9","2.2",28.3,"15",5.1,"6",,"28.8"
"Witt Jr., Bobby","677951","2023","23","641","694","177","108","28","11","30","121","40",".276",".495",".319","0.814","96","97",".294",".533",".338",,,,"90.7","15.7",34.4,"61",11.5,,"149","30.5"
"Meadows, Parker","678009","2023","23","125","145","29","20","4","2","3","37","17",".232",".368",".331","0.699","13","19",".251",".391",".347",,,,"89.3","18.3",36,"8",9,"4","3","29.0"
"Bae, Ji Hwan","678225","2023","23","334","371","77","56","17","2","2","92","30",".231",".311",".296","0.607","32","54",".222",".293",".289",,,,"88.1","1.1",24.3,"5",2,"3","58","29.7"
"Vargas, Miguel","678246","2023","23","256","304","50","24","15","4","7","61","38",".195",".367",".305","0.672","32","36",".210",".353",".321",,,,"86.8","16.6",32,"12",6,,,"27.9"
"Basabe, Osleivis","678545","2023","22","87","94","19","13","5","0","1","25","6",".218",".310",".277","0.587","12","15",".213",".307",".271",,,,"88.4","-2.3",29,"2",3.2,,,"28.6"
"Mead, Curtis","678554","2023","22","83","92","21","16","3","1","1","21","7",".253",".349",".326","0.675","5","12",".223",".305",".299",,,,"83.5","12.6",29,"2",3.2,,,"26.7"
"Tovar, Ezequiel","678662","2023","21","581","615","147","91","37","4","15","166","25",".253",".408",".287","0.695","73","79",".248",".386",".283",,,,"88","12.6",36.4,"34",8.1,,"1","28.1"
"Rafaela, Ceddanne","678882","2023","22","83","89","20","12","6","0","2","28","4",".241",".386",".281","0.667","5","11",".198",".293",".243",,,,"85.5","8.1",39.3,"3",5.4,"2",,"28.7"
"Peguero, Liover","678894","2023","22","198","213","47","35","4","1","7","67","11",".237",".374",".280","0.654","26","21",".228",".337",".274",,,,"89.3","4.1",27.6,"7",5.2,,"9","29.3"
"Rojas, Johan","679032","2023","22","149","164","45","32","9","2","2","42","5",".302",".430",".342","0.772","23","24",".247",".304",".290",,,,"86.6","7.3",29.2,"1",0.9,"9","23","29.5"
"Torkelson, Spencer","679529","2023","23","606","684","141","75","34","1","31","171","67",".233",".446",".313","0.759","94","88",".251",".484",".331",,,,"91.8","17.1",33.2,"62",14.1,,,"27.4"
"Vavra, Terrin","679631","2023","26","49","56","12","12","0","0","0","12","5",".245",".245",".315","0.560","5","9",".259",".366",".328",,,,"86.8","9.5",43.6,"2",5.1,"-1",,"27.9"
"Loftin, Nick","679845","2023","24","62","68","20","14","5","1","0","12","4",".323",".435",".368","0.803","10","10",".254",".357",".313",,,,"86.3","10.8",31.4,"4",7.8,,,"27.2"
"Martínez, J.P.","679881","2023","27","40","44","9","7","1","0","1","16","2",".225",".325",".250","0.575","4","7",".182",".297",".224",,,,"86.1","20.1",34.6,"1",3.8,"-1","2","28.7"
"Blanco, Dairon","680118","2023","30","124","138","32","18","7","4","3","33","10",".258",".452",".324","0.776","18","19",".243",".379",".310",,,,"86.7","9.1",28,"6",6.5,"1","31","30.3"
"McLain, Matt","680574","2023","23","365","403","106","63","23","4","16","115","31",".290",".507",".357","0.864","50","65",".256",".436",".327",,,,"89.3","13.8",39.6,"27",10.8,,"9","29.0"
"Palacios, Richie","680700","2023","26","93","102","24","12","6","0","6","11","6",".258",".516",".307","0.823","16","9",".243",".414",".293",,,,"88.1","6.3",29.8,"6",7.1,"-3","2","28.0"
"Kwan, Steven","680757","2023","25","638","718","171","123","36","7","5","75","70",".268",".370",".340","0.710","54","93",".282",".358",".353",,,,"86","10.7",37.7,"6",1.1,"9","3","28.1"
"Duran, Jarren","680776","2023","26","332","362","98","54","34","2","8","90","24",".295",".482",".346","0.828","40","46",".271",".405",".327",,,,"89.9","10.7",32,"13",5.3,"0","38","29.5"
"Jeffers, Ryan","680777","2023","26","286","335","79","48","15","2","14","93","33",".276",".490",".369","0.859","43","46",".233",".432",".332",,,,"90.5","17.2",34.2,"23",11.6,,,"26.5"
"Davis, Henry","680779","2023","23","225","255","48","31","10","0","7","69","25",".213",".351",".302","0.653","24","27",".223",".344",".311",,,,"88.6","12.5",35,"11",7,"-6",,"28.2"
"Burdick, Peyton","680814","2023","26","33","37","6","3","2","0","1","18","3",".182",".333",".270","0.603","2","4",".157",".328",".249",,,,"93.9","17.3",33.3,"2",13.3,,,"27.8"
"Gelof, Zack","680869","2023","23","270","300","72","37","20","1","14","82","26",".267",".504",".337","0.841","32","40",".253",".448",".325",,,,"89.8","11.8",38.6,"21",11.1,,"11","29.0"
"Miller, Owen","680911","2023","26","291","314","76","54","17","0","5","61","17",".261",".371",".303","0.674","27","29",".252",".359",".297",,,,"86.3","12.9",34.2,"8",3.4,,"9","29.0"
"Donovan, Brendan","680977","2023","26","327","371","93","71","10","1","11","53","33",".284",".422",".365","0.787","34","48",".287",".438",".369",,,,"89.3","10.6",37.3,"16",5.8,"0",,"27.1"
"Stott, Bryson","681082","2023","25","585","640","164","115","32","2","15","100","39",".280",".419",".329","0.748","62","78",".267",".386",".319",,,,"88.1","10.1",36.4,"23",4.7,,"18","28.8"
"Bride, Jonah","681146","2023","27","88","106","15","12","3","0","0","22","11",".170",".205",".286","0.491","7","9",".242",".335",".353",,,,"89","4.1",34.8,"3",4.3,,,"27.1"
"Cowser, Colton","681297","2023","23","61","77","7","5","2","0","0","22","13",".115",".148",".286","0.434","4","15",".206",".277",".358",,,,"87.4","4.6",37.5,"1",2.5,"-1",,"27.9"
"O'Hoppe, Logan","681351","2023","23","182","199","43","23","6","0","14","48","14",".236",".500",".296","0.796","29","23",".257",".500",".316",,,,"90.5","19.6",31.9,"21",15.6,,,"27.9"
"Carpenter, Kerry","681481","2023","25","418","459","116","77","17","2","20","115","32",".278",".471",".340","0.811","64","57",".258",".460",".324",,,,"90.1","13.1",37.2,"31",10.2,"-3",,"28.1"
"Outman, James","681546","2023","26","483","567","120","78","16","3","23","181","68",".248",".437",".353","0.790","70","86",".228",".396",".336",,,,"87.9","15.7",38.2,"34",11.1,"9","7","28.9"
"Villar, David","681584","2023","26","124","140","18","7","6","0","5","45","11",".145",".315",".236","0.551","12","15",".211",".407",".295",,,,"87.7","19",38.8,"11",13.8,,,"25.9"
"Fry, David","681807","2023","27","101","113","24","14","6","0","4","30","8",".238",".416",".319","0.735","15","12",".240",".433",".321",,,,"89.5","16.5",40.8,"9",12.7,,,"27.0"
"Capra, Vinny","681962","2023","26","18","21","3","2","1","0","0","5","2",".167",".222",".250","0.472","1","3",".188",".220",".269",,,,"78.9","10.1",21.4,"0",0,,,"27.7"
"Eaton, Nate","681987","2023","26","53","56","4","4","0","0","0","21","2",".075",".075",".125","0.200","1","2",".177",".217",".222",,,,"84.3","10.4",25,"0",0,"1","4","29.5"
"Hensley, David","682073","2023","27","84","94","10","8","1","0","1","35","10",".119",".167",".213","0.380","3","12",".180",".277",".267",,,,"90.8","2.4",28.6,"2",4.1,,,"27.1"
"Porter, Logan","682515","2023","27","31","38","6","4","1","0","1","11","5",".194",".323",".324","0.647","3","4",".198",".327",".328",,,,"88.5","20.8",33.3,"1",4.8,,,"26.9"
"Luciano, Marco","682617","2023","21","39","45","9","6","3","0","0","17","6",".231",".308",".333","0.641","0","4",".221",".309",".325",,,,"93","-5.1",31.8,"0",0,,,"27.1"
"Marte, Noelvi","682622","2023","21","114","123","36","26","7","0","3","25","8",".316",".456",".366","0.822","15","15",".295",".429",".347",,,,"91.3","1.9",27,"7",7.9,,"3","29.1"
"Alvarez, Francisco","682626","2023","21","382","423","80","43","12","0","25","110","34",".209",".437",".284","0.721","63","51",".209",".422",".283",,,,"90.1","12.5",28.6,"35",12.8,,,"26.4"
"Matos, Luis","682641","2023","21","228","253","57","41","13","1","2","33","20",".250",".342",".319","0.661","14","24",".258",".359",".326",,,,"87.1","6.3",38.6,"4",2,"-5",,"27.7"
"De La Cruz, Elly","682829","2023","21","388","427","91","56","15","7","13","144","35",".235",".410",".300","0.710","44","67",".240",".391",".306",,,,"91.2","3.6",30.5,"21",8.5,,"84","30.5"
"Rodríguez, Endy","682848","2023","23","186","204","41","29","7","2","3","49","17",".220",".328",".284","0.612","13","27",".232",".376",".296",,,,"89.1","16.5",35.5,"7",5.1,,,"27.8"
"Abrams, CJ","682928","2023","22","563","614","138","86","28","6","18","118","32",".245",".412",".300","0.712","64","83",".247",".399",".301",,,,"87.4","13.5",32.6,"31",6.9,,"13","28.6"
"Greene, Riley","682985","2023","22","378","416","109","75","19","4","11","114","35",".288",".447",".349","0.796","37","51",".289",".499",".350",,,,"91.6","6.6",36.8,"30",11.3,"1","1","28.1"
"Carroll, Corbin","682998","2023","22","565","645","161","96","30","10","25","125","57",".285",".506",".362","0.868","76","116",".268",".441",".348",,,,"90","11",32.7,"34",7.6,"4","133","30.1"
"Henderson, Gunnar","683002","2023","22","560","622","143","77","29","9","28","159","56",".255",".489",".325","0.814","82","100",".261",".472",".331",,,,"92","11.4",32.9,"46",11.4,,"9","28.8"
"Volpe, Anthony","683011","2023","22","541","601","113","65","23","4","21","167","52",".209",".383",".283","0.666","60","62",".233",".396",".306",,,,"88.7","14.2",35.5,"34",9,,,"28.4"
"Stefanic, Michael","683021","2023","27","62","71","18","15","2","1","0","8","8",".290",".355",".380","0.735","6","5",".245",".311",".340",,,,"87.9","7.3",38.9,"0",0,,,"26.0"
"Baty, Brett","683146","2023","23","353","389","75","54","12","0","9","109","29",".212",".323",".275","0.598","34","41",".237",".382",".299",,,,"89.5","6.6",33.3,"19",7.7,,,"27.3"
"Vaughn, Andrew","683734","2023","25","566","615","146","93","30","2","21","129","36",".258",".429",".314","0.743","80","67",".252",".427",".309",,,,"90.6","11.2",30.3,"37",8.4,,,"25.5"
"Busch, Michael","683737","2023","25","72","81","12","7","3","0","2","27","8",".167",".292",".247","0.539","7","9",".182",".341",".260",,,,"89.1","4.7",15.2,"3",6.5,,,"26.9"
"Meckler, Wade","685133","2023","23","56","64","13","12","1","0","0","25","6",".232",".250",".328","0.578","4","6",".210",".255",".309",,,,"81.4","7.8",45.2,"0",0,"0","8","29.4"
"Frelick, Sal","686217","2023","23","191","223","47","34","9","1","3","37","28",".246",".351",".341","0.692","24","29",".235",".304",".336",,,,"83.3","8.1",29.3,"4",2.5,"7","15","28.6"
"Millas, Drew","686452","2023","25","28","33","8","5","2","0","1","5","4",".286",".464",".375","0.839","6","1",".282",".422",".371",,,,"84.5","2",33.3,"2",8.3,,,"28.5"
"Pasquantino, Vinnie","686469","2023","25","231","260","57","31","17","0","9","31","25",".247",".437",".324","0.761","26","24",".282",".454",".357",,,,"89.3","17.4",37.8,"15",7.5,,,"25.8"
"Canzone, Dominic","686527","2023","25","173","182","38","19","13","0","6","32","8",".220",".399",".258","0.657","21","23",".258",".470",".294",,,,"89.7","16.3",31.9,"17",12.1,"-2",,"26.7"
"Lipcius, Andre","686531","2023","25","35","38","10","8","1","0","1","8","3",".286",".400",".342","0.742","4","3",".245",".368",".305",,,,"87.3","16.7",29.6,"0",0,,,"25.0"
"Doyle, Brenton","686668","2023","25","399","431","81","50","16","5","10","151","22",".203",".343",".250","0.593","48","48",".200",".344",".248",,,,"88.3","11.7",29.9,"22",8.7,"15","57","29.9"
"Lee, Korey","686676","2023","24","65","70","5","3","1","0","1","20","5",".077",".138",".143","0.281","3","4",".189",".283",".247",,,,"85.3","8.2",26.7,"2",4.4,,,"28.0"
"Massey, Michael","686681","2023","25","428","461","98","64","18","1","15","99","24",".229",".381",".274","0.655","55","42",".260",".432",".305",,,,"88.6","19.7",38,"26",7.8,,,"27.3"
"Hopkins, TJ","686759","2023","26","41","44","7","7","0","0","0","17","2",".171",".171",".227","0.398","1","7",".179",".232",".235",,,,"88.7","-1.4",12.5,"0",0,"0","3","28.9"
"Brennan, Will","686823","2023","25","432","455","115","86","24","0","5","57","16",".266",".356",".299","0.655","41","41",".286",".378",".320",,,,"85.7","9.4",35.8,"9",2.4,"3",,"28.3"
"Wiemer Jr., Joey","686894","2023","24","367","410","75","43","19","0","13","116","36",".204",".362",".283","0.645","42","48",".209",".370",".287",,,,"89.3","10.5",28.9,"23",9.1,"8",,"28.9"
"Grissom, Vaughn","687093","2023","22","75","80","21","17","3","1","0","15","2",".280",".347",".313","0.660","9","5",".278",".384",".311",,,,"86.2","5.1",29.5,"4",6.6,,,"27.2"
"Neto, Zach","687263","2023","22","289","329","65","39","17","0","9","77","20",".225",".377",".308","0.685","34","38",".226",".403",".309",,,,"89.1","14.5",33.8,"19",8.8,,,"27.7"
"Ortiz, Joey","687401","2023","24","33","34","7","6","1","0","0","9","0",".212",".242",".206","0.448","4","4",".253",".338",".249",,,,"88.2","0.1",40,"2",8,,"2","28.1"
"Horwitz, Spencer","687462","2023","25","39","44","10","7","2","0","1","12","4",".256",".385",".341","0.726","7","5",".219",".354",".307",,,,"87","1.5",37,"2",7.4,,,"25.1"
"Marlowe, Cade","687799","2023","26","88","100","21","13","3","2","3","33","12",".239",".420",".330","0.750","11","14",".191",".320",".288",,,,"86.6","20.8",41.8,"4",7.3,"2","3","28.9"
"Encarnacion-Strand, Christian","687952","2023","23","222","241","60","40","7","0","13","69","14",".270",".477",".328","0.805","37","29",".270",".476",".327",,,,"90.3","18.6",38.6,"16",10.5,,,"27.6"
"Wisely, Brett","689172","2023","24","120","131","21","14","5","0","2","40","9",".175",".267",".231","0.498","8","10",".181",".295",".239",,,,"85.9","17.9",31.7,"6",7.3,"0",,"27.9"
"Soderstrom, Tyler","691016","2023","21","125","138","20","16","1","0","3","43","11",".160",".240",".232","0.472","7","9",".215",".339",".283",,,,"89.3","5.7",26.5,"5",6,,,"25.7"
"Walker, Jordan","691023","2023","21","420","465","116","79","19","2","16","104","37",".276",".445",".342","0.787","51","51",".267",".426",".335",,,,"89.4","10.2",33.6,"24",7.5,"-14","4","28.5"
"Winn, Masyn","691026","2023","21","122","137","21","17","2","0","2","26","10",".172",".238",".230","0.468","12","8",".214",".285",".271",,,,"86","12.8",26.7,"2",2,,"12","29.2"
"Domínguez, Jasson","691176","2023","20","31","33","8","3","1","0","4","8","2",".258",".677",".303","0.980","7","6",".278",".514",".322",,,,"89.6","-0.8",43.5,"4",17.4,,"1","28.3"
"Caminero, Junior","691406","2023","19","34","36","8","6","1","0","1","8","2",".235",".353",".278","0.631","7","4",".210",".353",".253",,,,"85.4","-0.3",15.4,"3",11.5,,,"28.6"
"Crow-Armstrong, Pete","691718","2023","21","14","19","0","0","0","0","0","7","3",".000",".000",".176","0.176","1","3",".131",".248",".284",,,,"87.4","25.9",11.1,"1",11.1,,"5","29.9"
"Lawlar, Jordan","691783","2023","20","31","34","4","4","0","0","0","11","2",".129",".129",".206","0.335","0","2",".140",".180",".216",,,,"77.8","13.9",15,"0",0,,"9","30.0"
"Colás, Oscar","693049","2023","24","245","263","53","39","9","0","5","71","12",".216",".314",".257","0.571","19","32",".225",".341",".266",,,,"88.9","7.1",28.1,"14",7.9,"0",,"27.0"
"Gonzales, Nick","693304","2023","24","115","128","24","13","8","1","2","36","6",".209",".348",".268","0.616","13","12",".201",".313",".264",,,,"85.5","8.7",26.8,"3",3.7,,"1","28.8"
"Schanuel, Nolan","694384","2023","21","109","132","30","26","3","0","1","19","20",".275",".330",".402","0.732","6","19",".280",".366",".406",,,,"85.4","6.5",40,"2",2.2,,,"26.8"
"Carter, Evan","694497","2023","20","62","75","19","9","4","1","5","24","12",".306",".645",".413","1.058","12","15",".249",".404",".370",,,,"89","9",43.6,"4",10.3,"3","19","29.6"
"Goodman, Hunter","696100","2023","23","70","77","14","6","4","3","1","24","5",".200",".386",".247","0.633","17","6",".211",".354",".257",,,,"88.7","10.8",27.1,"5",10.4,"-1",,"27.6"
"Young, Jacob","696285","2023","23","107","121","27","19","7","1","0","22","10",".252",".336",".322","0.658","12","9",".234",".311",".305",,,,"86.4","1.8",31.8,"0",0,"3","24","30.0"
"Yoshida, Masataka","807799","2023","29","537","580","155","104","33","3","15","81","34",".289",".445",".338","0.783","72","71",".273",".425",".324",,,,"89","3.9",29.5,"30",6.6,"-8",,"26.2"
"Peralta, David","444482","2024","36","236","260","63","44","11","0","8","54","22",".267",".415",".335","0.750","28","35",".259",".376",".327",71.5,33.3,24.6,"88.1","8.9",36.8,"10",5.5,"-4",,"26.9"
"Blackmon, Charlie","453568","2024","37","449","499","115","74","24","5","12","86","43",".256",".412",".329","0.741","52","59",".249",".365",".323",67.4,29.3,23.8,"84.8","16.3",34.1,"19",5.2,"-2",,"27.4"
"Maldonado, Martín","455117","2024","37","135","147","16","9","3","0","4","51","8",".119",".230",".174","0.404","11","9",".160",".288",".213",70.9,31.1,20.9,"88","20.1",29.9,"7",8,,,"23.1"
"Solano, Donovan","456781","2024","36","283","309","81","60","13","0","8","65","22",".286",".417",".343","0.760","35","31",".257",".378",".317",67.1,31.9,24.9,"87.3","13.7",37,"8",3.7,,,"25.5"
"McCutchen, Andrew","457705","2024","37","448","515","104","65","18","1","20","133","58",".232",".411",".328","0.739","50","66",".227",".421",".324",72.7,31.2,23.2,"88.5","14.3",31.9,"38",12,,,"26.8"
"Turner, Justin","457759","2024","39","460","539","119","84","24","0","11","95","59",".259",".383",".354","0.737","55","59",".252",".383",".352",65.1,32.5,27.9,"87.1","17.8",40.1,"17",4.6,,,"25.4"
"Santana, Carlos","467793","2024","38","521","594","124","75","26","0","23","99","65",".238",".420",".328","0.748","71","63",".246",".415",".336",71.8,36.1,28.3,"89.2","16.1",30.9,"31",7.3,,,"25.9"
"Gurriel Jr., Yuli","493329","2024","40","54","65","13","10","3","0","0","15","9",".241",".296",".338","0.634","6","7",".254",".328",".361",73.8,34.1,28.8,"90.3","7.5",34.1,"1",2.4,,,"26.5"
