"name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","b_rbi","r_total_caught_stealing","r_total_stolen_base","exit_velocity_avg","sweet_spot_percent","barrel_batted_rate","hp_to_1b","sprint_speed",""
"Davis, J.D.","605204","2023","30","480","546","119","77","23","1","18","152","52",27.8,9.5,".248",".412",".325","0.737","69","0","1","91.1",33.5,9.6,"4.8","25.7",
"Martini, Nick","605361","2023","33","72","79","19","9","3","1","6","15","5",19,6.3,".264",".583",".329","0.912","16","0","0","91",45.6,10.5,,"27.2",
"Castro, Harold","605612","2023","29","258","270","65","51","13","0","1","66","9",24.4,3.3,".252",".314",".275","0.589","31","0","1","86.2",38.5,3.1,"4.45","26.5",
"Arcia, Orlando","606115","2023","28","488","533","129","87","25","0","17","102","39",19.1,7.3,".264",".420",".321","0.741","65","0","1","88.2",30.6,6.9,"4.67","25.9",
"Tapia, Raimel","606132","2023","29","148","169","35","27","4","1","3","40","17",23.7,10.1,".236",".338",".317","0.655","13","2","10","85.4",31.8,6.4,"4.26","28.6",
"Hernandez, Teoscar","606192","2023","30","625","678","161","104","29","2","26","211","38",31.1,5.6,".258",".435",".305","0.740","93","2","7","91.3",35.2,13.8,"4.33","28.6",
"Marte, Ketel","606466","2023","29","569","650","157","97","26","9","25","109","71",16.8,10.9,".276",".485",".358","0.843","82","2","8","91.1",30.8,8,"4.37","27.6",
"Haase, Eric","606992","2023","30","274","293","55","42","8","1","4","81","17",27.6,5.8,".201",".281",".247","0.528","26","1","4","87.1",29.2,4.6,"4.53","28.0",
"Nimmo, Brandon","607043","2023","30","592","682","162","102","30","6","24","146","74",21.4,10.9,".274",".466",".363","0.829","68","3","3","91.8",33.5,9.5,"4.27","28.0",
"Peterson, Jace","607054","2023","33","374","430","79","59","10","4","6","101","47",23.5,10.9,".211",".307",".304","0.611","37","2","15","85.7",33.5,4.7,"4.33","28.0",
"Turner, Trea","607208","2023","30","639","691","170","104","35","5","26","150","45",21.7,6.5,".266",".459",".320","0.779","76","0","30","89.9",36.1,8.4,"4.14","30.3",
"Beaty, Matt","607461","2023","30","61","72","14","10","4","0","0","14","6",19.4,8.3,".230",".295",".347","0.642","4","0","0","82.3",34,0,"4.65","25.5",
"Pillar, Kevin","607680","2023","34","197","206","45","26","10","0","9","50","6",24.3,2.9,".228",".416",".248","0.664","32","1","4","87.9",39.3,8,"4.42","28.2",
"Stallings, Jacob","607732","2023","33","241","276","46","29","14","0","3","67","27",24.3,9.8,".191",".286",".278","0.564","20","0","0","89.7",28.5,5.6,"5.07","23.6",
"Ramirez, Jose","608070","2023","30","611","691","172","107","36","5","24","73","73",10.6,10.6,".282",".475",".356","0.831","80","6","28","90",36.8,7,"4.38","27.8",
"Bregman, Alex","608324","2023","29","622","724","163","106","28","4","25","87","92",12,12.7,".262",".441",".363","0.804","98","1","3","88.6",35.8,5.4,"4.57","26.3",
"Gallo, Joey","608336","2023","29","282","332","50","19","9","1","21","142","48",42.8,14.5,".177",".440",".301","0.741","40","1","1","93",28.6,19.3,"4.69","26.5",
"Kelly, Carson","608348","2023","28","136","151","28","21","5","0","2","40","14",26.5,9.3,".206",".287",".278","0.565","13","0","1","86.8",27.8,2.1,"4.79","25.7",
"Seager, Corey","608369","2023","29","477","536","156","81","42","0","33","88","49",16.4,9.1,".327",".623",".390","1.013","96","1","2","93.3",38,15.2,"4.67","26.2",
"Winker, Jesse","608385","2023","29","166","197","33","27","5","0","1","51","26",25.9,13.2,".199",".247",".320","0.567","23","0","0","86.8",33.6,4.3,"5.02","23.5",
"Murphy, Tom","608596","2023","32","145","159","42","22","12","0","8","44","10",27.7,6.3,".290",".538",".335","0.873","17","0","0","89.5",40.8,14.6,"4.76","26.1",
"Jankowski, Travis","608671","2023","32","247","287","65","51","12","1","1","42","35",14.6,12.2,".263",".332",".357","0.689","30","1","19","85.4",28.8,0,"4.23","28.9",
"Refsnyder, Rob","608701","2023","32","202","243","50","39","9","1","1","47","33",19.3,13.6,".248",".317",".365","0.682","28","2","7","87.7",42,3.8,"4.47","27.1",
"Meneses, Joey","608841","2023","31","611","657","168","118","36","1","13","130","38",19.8,5.8,".275",".401",".321","0.722","89","0","0","89.4",32.9,5.4,"4.77","25.6",
"Andujar, Miguel","609280","2023","28","84","90","21","10","7","0","4","13","6",14.4,6.7,".250",".476",".300","0.776","18","0","2","89.2",28.2,7,"4.5","27.7",
"Vosler, Jason","613564","2023","29","62","65","10","4","2","1","3","25","3",38.5,4.6,".161",".371",".200","0.571","10","0","0","86",29.7,8.1,,"25.9",
"Cordero, Franchy","614173","2023","28","69","71","13","5","2","0","6","25","2",35.2,2.8,".188",".478",".211","0.689","13","0","0","91.4",31.8,15.9,"4.44","27.4",
"Reyes, Franmil","614177","2023","27","59","65","11","9","0","0","2","24","4",36.9,6.2,".186",".288",".231","0.519","7","0","0","93",27,16.2,"4.77","26.5",
"Torrens, Luis","620443","2023","27","28","30","7","4","3","0","0","9","1",30,3.3,".250",".357",".300","0.657","4","0","0","86.9",47.4,0,,"26.3",
"Swanson, Dansby","621020","2023","29","565","638","138","88","25","3","22","154","66",24.1,10.3,".244",".416",".328","0.744","80","1","9","89.3",35.1,10.9,"4.29","28.4",
"Newman, Kevin","621028","2023","29","225","253","57","38","16","0","3","34","17",13.4,6.7,".253",".364",".311","0.675","28","1","8","86.5",35.4,2.5,"4.42","28.0",
"Taylor, Chris","621035","2023","32","338","384","80","49","15","1","15","125","41",32.6,10.7,".237",".420",".326","0.746","56","3","16","86.2",38.8,9.8,"4.34","28.3",
"Correa, Carlos","621043","2023","28","514","580","118","69","29","2","18","131","59",22.6,10.2,".230",".399",".312","0.711","65","0","0","90.4",31.1,9.6,"4.61","26.6",
"Phillips, Brett","621433","2023","29","63","71","11","7","1","0","3","36","8",50.7,11.3,".175",".333",".268","0.601","6","1","3","86.7",29.6,7.4,,"28.0",
"Taylor, Tyrone","621438","2023","29","231","243","54","26","17","1","10","55","8",22.6,3.3,".234",".446",".267","0.713","35","0","9","87.7",33.9,6.8,"4.4","28.8",
"Buxton, Byron","621439","2023","29","304","347","63","28","17","1","17","109","35",31.4,10.1,".207",".438",".294","0.732","42","0","9","91.5",33.2,14.6,"4.17","29.3",
"Rios, Edwin","621458","2023","29","28","34","2","0","1","0","1","16","5",47.1,14.7,".071",".214",".235","0.449","2","0","0","89.5",50,8.3,,,
"Stewart, DJ","621466","2023","29","160","185","39","19","9","0","11","56","15",30.3,8.1,".244",".506",".333","0.839","26","1","1","89.9",34,12.3,"4.54","26.3",
"Ward, Taylor","621493","2023","29","356","409","90","58","18","0","14","80","39",19.6,9.5,".253",".421",".335","0.756","47","2","4","90.7",34,8.2,"4.49","28.0",
"Nido, Tomas","621512","2023","29","56","61","7","7","0","0","0","18","2",29.5,3.3,".125",".125",".153","0.278","1","0","0","85",26.8,0,"4.9","24.8",
"Bemboom, Anthony","621532","2023","33","11","13","2","2","0","0","0","2","2",15.4,15.4,".182",".182",".308","0.490","0","0","0","79.9",0,0,,"25.8",
"Remillard, Zach","621545","2023","29","147","160","37","29","7","0","1","48","8",30,5,".252",".320",".295","0.615","18","3","4","85.7",23.3,1,"4.47","28.4",
"Wisdom, Patrick","621550","2023","31","268","302","55","23","8","1","23","111","30",36.8,9.9,".205",".500",".289","0.789","46","2","4","92.7",33.3,20.1,"4.48","27.7",
"Wendle, Joey","621563","2023","33","297","318","63","42","16","3","2","67","13",21.1,4.1,".212",".306",".248","0.554","20","1","7","89.2",31.8,3.4,"4.28","27.8",
"Olson, Matt","621566","2023","29","608","720","172","88","27","3","54","167","104",23.2,14.4,".283",".604",".389","0.993","139","0","1","93.7",31,16.4,"4.64","26.2",
"Duffy, Matt","622110","2023","32","191","209","48","38","8","0","2","39","12",18.7,5.7,".251",".325",".306","0.631","16","0","1","86.4",35.7,2.6,"4.6","27.0",
"Margot, Manuel","622534","2023","28","311","336","82","56","21","1","4","55","18",16.4,5.4,".264",".376",".310","0.686","38","3","9","87.9",28.6,3.9,"4.31","28.3",
"Reyes, Pablo","622569","2023","29","167","185","48","37","9","0","2","21","14",11.4,7.6,".287",".377",".339","0.716","20","2","7","88.1",34,4,"4.38","27.9",
"Camargo, Johan","622666","2023","29","18","20","4","4","0","0","0","4","1",20,5,".222",".222",".300","0.522","2","0","0","90",42.9,0,,"24.2",
"Mateo, Jorge","622761","2023","28","318","350","69","46","14","2","7","82","22",23.4,6.3,".217",".340",".267","0.607","34","5","32","88.4",28.3,5.3,"4.2","30.1",
"Heineman, Tyler","623168","2023","32","38","47","9","7","1","1","0","8","8",17,17,".237",".316",".383","0.699","3","0","1","82.1",36.7,0,,"25.8",
"Velazquez, Andrew","623205","2023","28","81","94","14","9","3","0","2","30","10",31.9,10.6,".173",".284",".264","0.548","3","3","13","87.7",27.8,3.7,,"28.4",
"Lester, Josh","623507","2023","28","22","23","4","4","0","0","0","7","1",30.4,4.3,".182",".182",".217","0.399","4","0","0","85.9",26.7,0,,"25.9",
"Ramirez, Harold","623912","2023","28","400","434","125","92","19","2","12","79","22",18.2,5.1,".313",".460",".353","0.813","68","3","5","89.1",29.4,4.6,"4.36","27.8",
"Santander, Anthony","623993","2023","28","591","656","152","82","41","1","28","152","55",23.2,8.4,".257",".472",".325","0.797","95","1","5","90.6",33,10.2,"4.66","26.7",
"Alonso, Pete","624413","2023","28","568","658","123","54","21","2","46","151","65",22.9,9.9,".217",".504",".318","0.822","118","1","4","89.5",32.3,14.7,"4.64","26.0",
"Arroyo, Christian","624414","2023","28","195","206","47","28","16","0","3","45","7",21.8,3.4,".241",".369",".268","0.637","24","3","1","86.3",35.9,4.6,"4.43","27.7",
"Biggio, Cavan","624415","2023","28","289","338","68","47","12","0","9","88","40",26,11.8,".235",".370",".340","0.710","40","2","5","88.4",41.4,7.4,"4.4","28.3",
"Conforto, Michael","624424","2023","30","406","470","97","68","14","0","15","106","53",22.6,11.3,".239",".384",".334","0.718","58","0","4","88.9",31.9,7.9,"4.62","26.1",
"Frazier, Adam","624428","2023","31","412","455","99","63","21","2","13","68","32",14.9,7,".240",".396",".300","0.696","60","4","11","85.7",40.9,3.1,"4.5","26.5",
"Trevino, Jose","624431","2023","30","157","168","33","25","4","0","4","22","8",13.1,4.8,".210",".312",".257","0.569","15","0","0","85.8",30.9,2.9,"4.86","24.4",
"Gordon, Nick","624503","2023","27","91","93","16","8","5","1","2","11","1",11.8,1.1,".176",".319",".185","0.504","7","0","0","89.1",34.6,4.9,"4.43","27.3",
"McGuire, Reese","624512","2023","28","187","206","50","36","12","1","1","53","11",25.7,5.3,".267",".358",".310","0.668","16","1","2","84",33.6,2.9,"4.52","25.9",
"Soler, Jorge","624585","2023","31","504","580","126","66","24","0","36","141","66",24.3,11.4,".250",".512",".341","0.853","75","0","1","91.3",36.5,15,"4.76","26.6",
"Sosa, Edmundo","624641","2023","27","279","300","70","43","15","2","10","74","8",24.7,2.7,".251",".427",".293","0.720","30","2","4","86.8",34.1,6.7,"4.37","29.2",
"Ibanez, Andy","628451","2023","30","356","383","94","58","23","2","11","69","24",18,6.3,".264",".433",".312","0.745","41","0","1","89.1",33.2,9,"4.43","27.2",
"Cronenworth, Jake","630105","2023","29","458","522","105","64","24","7","10","97","46",18.6,8.8,".229",".378",".312","0.690","48","1","6","87.4",35.7,4.4,"4.32","28.3",
"Frazier, Clint","640449","2023","28","66","76","13","11","1","1","0","23","10",30.3,13.2,".197",".242",".303","0.545","3","2","4","82.5",37.2,0,"4.51","27.7",
"Meadows, Austin","640457","2023","28","21","21","5","4","1","0","0","3","0",14.3,0,".238",".286",".238","0.524","2","0","0","90.5",22.2,0,,"26.0",
"Mercado, Oscar","640458","2023","28","31","32","9","6","3","0","0","4","1",12.5,3.1,".290",".387",".313","0.700","5","1","2","85.5",29.6,0,,"28.2",
"Azocar, Jose","640492","2023","27","91","102","21","13","6","0","2","24","4",23.5,3.9,".231",".363",".278","0.641","9","2","8","87",31.9,6.9,"4.33","29.7",
"Anderson, Tim","641313","2023","30","493","524","121","100","18","2","1","122","26",23.3,5,".245",".296",".286","0.582","25","2","13","87.8",32.4,2.9,"4.52","27.2",
"Bauers, Jake","641343","2023","27","242","272","49","22","15","0","12","95","27",34.9,9.9,".202",".413",".279","0.692","30","2","3","89.1",36,18.7,"4.43","27.2",
"Bellinger, Cody","641355","2023","27","499","556","153","97","29","1","26","87","40",15.6,7.2,".307",".525",".356","0.881","97","6","20","87.9",38,6.1,"4.14","28.3",
"Calhoun, Willie","641432","2023","28","134","149","32","20","7","0","5","20","14",13.4,9.4,".239",".403",".309","0.712","16","0","0","90.7",35.7,3.5,"4.82","25.0",
"Crawford, J.P.","641487","2023","28","534","638","142","88","35","0","19","125","94",19.6,14.7,".266",".438",".380","0.818","65","0","2","88.3",35.3,4.8,"4.55","26.7",
"Davis, Jonathan","641505","2023","31","90","104","22","15","4","1","2","29","7",27.9,6.7,".244",".378",".307","0.685","10","2","1","84.4",35.4,4.6,"4.26","28.9",
"Delay, Jason","641511","2023","28","167","187","42","29","11","1","1","44","14",23.5,7.5,".251",".347",".319","0.666","18","0","0","83.8",34.9,3.2,"4.65","26.5",
"Dixon, Brandon","641525","2023","31","79","86","16","10","4","0","2","31","1",36,1.2,".203",".329",".244","0.573","9","0","1","87",32,8,"4.33","28.4",
"Dozier, Hunter","641531","2023","31","82","91","15","10","2","1","2","29","8",31.9,8.8,".183",".305",".253","0.558","9","0","2","84.4",29.6,3.7,"4.48","28.3",
"Fraley, Jake","641584","2023","28","336","380","86","53","18","0","15","71","37",18.7,9.7,".256",".443",".339","0.782","65","5","21","84.5",38,6,"4.24","28.0",
"Garver, Mitch","641598","2023","32","296","344","80","50","11","0","19","82","44",23.8,12.8,".270",".500",".370","0.870","50","0","0","90",35.5,12.6,"4.76","25.6",
"Guillorme, Luis","641645","2023","28","107","120","24","16","6","1","1","28","10",23.3,8.3,".224",".327",".288","0.615","9","0","0","85.9",31.7,1.2,"4.48","25.4",
"Hampson, Garrett","641658","2023","28","221","252","61","45","12","1","3","67","23",26.6,9.1,".276",".380",".349","0.729","23","0","5","86.6",37.1,3.1,"4.21","29.8",
"Heim, Jonah","641680","2023","28","457","501","118","72","28","0","18","96","40",19.2,8,".258",".438",".317","0.755","95","0","2","89.2",34.3,8,"4.77","25.7",
"Lewis, Kyle","641786","2023","27","51","54","8","5","2","0","1","21","3",38.9,5.6,".157",".255",".204","0.459","2","0","0","89.1",26.7,6.7,,"25.8",
"Locastro, Tim","641796","2023","30","56","67","13","8","3","0","2","22","3",32.8,4.5,".232",".393",".338","0.731","3","0","6","83.3",30.6,8.3,,"29.2",
"Mancini III, Trey","641820","2023","31","235","263","55","39","12","0","4","78","21",29.7,8,".234",".336",".299","0.635","28","0","0","88.9",32.5,3.8,"4.87","25.4",
"McKinney, Billy","641856","2023","28","128","147","29","19","3","1","6","39","17",26.5,11.6,".227",".406",".320","0.726","14","0","1","89.1",43.3,12.2,"4.4","27.1",
"McMahon, Ryan","641857","2023","28","555","627","133","76","31","3","23","198","68",31.6,10.8,".240",".431",".322","0.753","70","5","5","90.8",39.4,11.4,"4.62","25.9",
"O'Neill, Tyler","641933","2023","28","238","266","55","32","14","0","9","67","28",25.2,10.5,".231",".403",".312","0.715","21","0","5","89.2",29.2,12.3,"4.37","28.5",
"Palacios, Joshua","641943","2023","27","247","264","59","38","9","2","10","56","12",21.2,4.5,".239",".413",".279","0.692","40","0","5","91.3",30.9,9.8,"4.28","28.2",
"Smith, Dominic","642086","2023","28","527","586","134","100","21","1","12","91","47",15.5,8,".254",".366",".326","0.692","46","1","1","86.3",37,6.6,"4.56","25.8",
"Tellez, Rowdy","642133","2023","28","311","351","67","44","9","1","13","86","35",24.5,10,".215",".376",".291","0.667","47","0","0","89.9",35.7,8.7,"4.87","23.4",
"Thaiss, Matt","642136","2023","28","262","307","56","41","6","0","9","83","36",27,11.7,".214",".340",".319","0.659","31","0","2","88.5",34.6,10.4,"4.85","24.6",
"Thomas, Cody","642137","2023","28","42","46","10","6","3","0","1","17","4",37,8.7,".238",".381",".304","0.685","2","0","0","86.5",20,4,,"28.3",
"Wade, Tyler","642180","2023","28","51","55","13","11","1","1","0","13","4",23.6,7.3,".255",".314",".309","0.623","2","0","4","85.3",21.1,0,"4.24","28.9",
"White, Eli","642201","2023","29","14","17","1","1","0","0","0","7","2",41.2,11.8,".071",".071",".235","0.306","0","0","0","90",57.1,0,,,
"Wilson, Weston","642215","2023","28","16","22","5","4","0","0","1","5","6",22.7,27.3,".313",".500",".500","1.000","2","1","3","84.6",36.4,9.1,,"27.2",
"Mejia, Francisco","642336","2023","27","150","160","34","18","11","0","5","38","6",23.8,3.8,".227",".400",".258","0.658","19","1","0","87.5",33,4.3,"4.45","26.2",
"Siri, Jose","642350","2023","27","338","364","75","35","13","2","25","130","20",35.7,5.5,".222",".494",".267","0.761","56","3","12","88.4",33,13.2,"4.17","29.8",
"Rosario, Amed","642708","2023","27","510","545","134","95","25","8","6","99","29",18.2,5.3,".263",".378",".305","0.683","58","2","15","88.3",33.8,3.4,"4.23","29.4",
"Adames, Willy","642715","2023","27","553","638","120","65","29","2","24","165","71",25.9,11.1,".217",".407",".310","0.717","80","3","5","87.4",35,12.4,"4.43","27.6",
"Estrada, Thairo","642731","2023","27","495","530","134","92","26","2","14","120","22",22.6,4.2,".271",".416",".315","0.731","49","7","23","85.9",34.7,4.8,"4.33","28.0",
"Wynns, Austin","642851","2023","32","130","145","27","20","6","0","1","39","9",26.9,6.2,".208",".277",".268","0.545","10","0","1","86.7",27.4,2.1,"4.89","24.7",
"Benintendi, Andrew","643217","2023","28","562","621","147","106","34","2","5","89","52",14.3,8.4,".262",".356",".326","0.682","45","2","13","86.6",40.9,2.9,"4.43","27.2",
"Cooper, Garrett","643265","2023","32","422","457","106","70","18","1","17","132","31",28.9,6.8,".251",".419",".304","0.723","61","0","0","89",40.4,10.3,"4.64","26.3",
"Dubon, Mauricio","643289","2023","28","467","492","130","91","26","3","10","70","19",14.2,3.9,".278",".411",".309","0.720","46","2","7","87",37,4.5,"4.26","28.1",
"Jansen, Danny","643376","2023","28","268","301","61","29","15","0","17","62","23",20.6,7.6,".228",".474",".312","0.786","53","0","0","88.3",35.4,10.7,"4.57","27.1",
"Kemp, Tony","643393","2023","31","359","419","75","54","13","3","5","40","44",9.5,10.5,".209",".304",".303","0.607","27","4","15","86.7",31.3,1.2,"4.39","26.1",
"Kiner-Falefa, Isiah","643396","2023","28","326","361","79","60","12","1","6","70","28",19.4,7.8,".242",".340",".306","0.646","37","5","14","88.8",33.5,3.1,"4.37","27.7",
"McNeil, Jeff","643446","2023","31","585","648","158","119","25","4","10","65","39",10,6,".270",".378",".333","0.711","55","0","10","86",32.1,1.3,"4.15","27.4",
"Tauchman, Mike","643565","2023","32","337","401","85","59","18","0","8","86","56",21.4,14,".252",".377",".362","0.739","48","1","7","88.4",37.6,5.5,"4.39","27.3",
"Chang, Yu","644374","2023","27","105","112","17","9","2","0","6","34","3",30.4,2.7,".162",".352",".200","0.552","18","0","4","88.8",31.5,5.5,"4.56","28.3",
"Tromp, Chadwick","644433","2023","28","16","16","2","1","1","0","0","7","0",43.8,0,".125",".188",".125","0.313","1","0","0","90.4",33.3,0,,,
"Albies, Ozzie","645277","2023","26","596","660","167","99","30","5","33","107","46",16.2,7,".280",".513",".336","0.849","109","1","13","88.7",37.4,8.2,"4.21","27.5",
"Robles, Victor","645302","2023","26","107","126","32","26","5","1","0","18","11",14.3,8.7,".299",".364",".385","0.749","8","1","8","86.7",25.8,2.2,"4.43","28.0",
"Herrera, Jose","645444","2023","26","101","120","21","16","5","0","0","30","13",25,10.8,".208",".257",".296","0.553","7","0","1","85.9",35.1,0,"4.76","25.4",
"Ford, Mike","645801","2023","30","219","251","50","28","6","0","16","81","24",32.3,9.6,".228",".475",".323","0.798","34","0","0","88.8",33.1,17.3,"4.88","24.5",
"Devers, Rafael","646240","2023","26","580","656","157","90","34","0","33","126","62",19.2,9.5,".271",".500",".351","0.851","100","1","5","93.1",30,12.7,"4.54","26.0",
"Naylor, Josh","647304","2023","26","452","495","139","91","31","0","17","68","33",13.7,6.7,".308",".489",".354","0.843","97","3","10","89.1",35.5,8.2,"4.66","25.8",
"Toro, Abraham","647351","2023","26","18","21","8","6","0","0","2","5","2",23.8,9.5,".444",".778",".524","1.302","9","0","0","86.6",46.2,15.4,,"26.9",
"Diaz, Aledmys","649557","2023","32","315","344","72","47","20","1","4","66","17",19.2,4.9,".229",".337",".280","0.617","24","0","1","87.8",27.6,2.8,"4.48","26.0",
"Urias, Luis","649966","2023","26","144","177","28","19","6","0","3","41","21",23.2,11.9,".194",".299",".337","0.636","18","0","0","84.9",23.3,5.8,"4.69","26.0",
"Arraez, Luis","650333","2023","26","574","617","203","160","30","3","10","34","35",5.5,5.7,".354",".469",".393","0.862","69","2","3","88.3",44.7,3.5,"4.58","26.1",
"Jimenez, Eloy","650391","2023","26","456","489","124","83","23","0","18","93","30",19,6.1,".272",".441",".317","0.758","64","0","0","90.9",26,9.3,"4.6","26.5",
"Torres, Gleyber","650402","2023","26","596","672","163","108","28","2","25","98","67",14.6,10,".273",".453",".347","0.800","68","6","13","89.7",37.3,7.9,"4.61","26.4",
"Castro, Willi","650489","2023","26","358","409","92","60","18","5","9","99","34",24.2,8.3,".257",".411",".339","0.750","34","5","33","86.5",34.5,6.8,"4.28","28.6",
"Diaz, Yandy","650490","2023","31","525","600","173","116","35","0","22","94","65",15.7,10.8,".330",".522",".410","0.932","78","1","0","93.4",30.5,9.5,"4.61","26.6",
"De La Cruz, Bryan","650559","2023","26","579","626","149","98","32","0","19","142","40",22.7,6.4,".257",".411",".304","0.715","78","1","4","89.9",41,8.8,"4.47","27.7",
"Rengifo, Luis","650859","2023","26","394","445","104","69","15","4","16","82","41",18.4,9.2,".264",".444",".339","0.783","51","4","6","89.1",29.7,7.6,"4.34","27.3",
"Pinto, Rene","650907","2023","26","103","105","26","17","3","0","6","34","2",32.4,1.9,".252",".456",".267","0.723","16","0","0","90.5",44.9,15.9,"4.54","26.9",
"Monasterio, Andruw","655316","2023","26","282","315","73","55","14","1","3","66","28",21,8.9,".259",".348",".330","0.678","27","2","7","88.8",41.3,5.5,"4.4","28.0",
"Perez, Carlos","656024","2023","26","49","53","10","5","4","0","1","11","4",20.8,7.5,".204",".347",".264","0.611","3","0","0","85.1",28.9,7.9,"4.75","26.1",
"Adams, Riley","656180","2023","27","143","158","39","20","13","2","4","45","11",28.5,7,".273",".476",".331","0.807","21","0","0","89.9",42,5,"4.68","26.2",
"Allen, Greg","656185","2023","30","23","28","5","2","1","1","1","10","2",35.7,7.1,".217",".478",".333","0.811","1","1","3","88.3",28.6,0,,"27.0",
"Bouchard, Sean","656248","2023","27","38","43","12","6","2","0","4","14","4",32.6,9.3,".316",".684",".372","1.056","7","1","0","91",44,20,,"27.3",
"Chapman, Matt","656305","2023","30","509","581","122","64","39","2","17","165","62",28.4,10.7,".240",".424",".330","0.754","54","2","4","93.4",32.4,17.1,"4.43","28.5",
"Chavis, Michael","656308","2023","27","91","96","22","17","3","0","2","33","5",34.4,5.2,".242",".341",".281","0.622","5","0","1","84.5",41.4,1.7,"4.41","28.6",
"Diaz, Isan","656371","2023","27","24","26","1","1","0","0","0","9","2",34.6,7.7,".042",".042",".115","0.157","1","0","0","90.2",13.3,0,,"22.0",
"Ellis, Drew","656403","2023","27","23","29","5","3","0","0","2","7","6",24.1,20.7,".217",".478",".379","0.857","4","1","0","90.7",31.3,18.8,,"27.2",
"Fairchild, Stuart","656413","2023","27","219","255","50","27","16","2","5","69","25",27.1,9.8,".228",".388",".321","0.709","28","3","10","85.9",32.3,7.7,"4.28","29.1",
"Garrett, Stone","656448","2023","27","234","271","63","37","17","0","9","82","26",30.3,9.6,".269",".457",".343","0.800","40","1","3","91.1",37.6,9.6,"4.47","28.5",
"Guthrie, Dalton","656495","2023","27","24","28","4","3","1","0","0","7","3",25,10.7,".167",".208",".286","0.494","0","0","0","85.5",47.1,0,,"28.6",
"Haseley, Adam","656514","2023","27","36","39","8","6","2","0","0","8","3",20.5,7.7,".222",".278",".282","0.560","2","0","1","87.6",28.6,3.6,"4.33","27.9",
"Hill, Derek","656537","2023","27","47","50","8","7","1","0","0","11","3",22,6,".170",".191",".220","0.411","1","0","1","84.1",27.8,0,"4.19","29.7",
"Hilliard, Sam","656541","2023","29","72","78","17","9","5","0","3","33","6",42.3,7.7,".236",".431",".295","0.726","6","0","4","92.4",33.3,7.7,,"29.0",
"Joe, Connor","656582","2023","30","413","472","102","56","31","4","11","110","50",23.3,10.6,".247",".421",".339","0.760","42","5","3","88.9",37.2,8.2,"4.56","27.1",
"Luplow, Jordan","656669","2023","29","77","90","16","11","3","0","2","27","12",30,13.3,".208",".325",".322","0.647","5","0","2","85.4",24,6,"4.51","27.6",
"McKinstry, Zach","656716","2023","28","464","518","107","73","21","4","9","113","44",21.8,8.5,".231",".351",".302","0.653","35","6","16","87.2",37.1,7.6,"4.25","28.5",
"Mullins II, Cedric","656775","2023","28","404","455","94","53","23","3","15","101","43",22.2,9.5,".233",".416",".305","0.721","74","3","19","88.9",28.1,6.5,"4.26","28.0",
"O'Hearn, Ryan","656811","2023","29","346","368","100","63","22","1","14","82","15",22.3,4.1,".289",".480",".322","0.802","60","1","5","91.9",35.1,10.1,"4.46","27.7",
"Rivera, Emmanuel","656896","2023","27","257","283","67","50","13","0","4","56","22",19.8,7.8,".261",".358",".314","0.672","29","0","1","90.7",35.6,5.9,"4.64","27.0",
"Schwarber, Kyle","656941","2023","30","585","720","115","48","19","1","47","215","126",29.9,17.5,".197",".474",".343","0.817","104","2","0","92.4",34.3,16.4,"4.69","25.0",
"Smith, Pavin","656976","2023","27","191","228","36","24","5","0","7","45","35",19.7,15.4,".188",".325",".317","0.642","30","1","1","89.9",34.9,7.5,"4.63","26.1",
"Thomas, Lane","657041","2023","27","628","682","168","101","36","3","28","176","36",25.8,5.3,".268",".468",".315","0.783","86","5","20","88.5",36.8,9.6,"4.39","29.3",
"Tucker, Cole","657061","2023","26","8","10","4","4","0","0","0","2","1",20,10,".500",".500",".600","1.100","2","0","0","87",50,0,,"28.3",
"Verdugo, Alex","657077","2023","27","546","602","144","89","37","5","13","93","45",15.4,7.5,".264",".421",".324","0.745","54","3","5","89.2",35.4,5,"4.34","27.3",
"Wall, Forrest","657088","2023","27","13","15","6","3","2","0","1","4","2",26.7,13.3,".462",".846",".533","1.379","2","1","5","82.1",11.1,0,,"28.2",
"Wong, Connor","657136","2023","27","371","403","87","51","25","2","9","134","22",33.3,5.5,".235",".385",".287","0.672","36","2","8","89.1",34,9.1,"4.41","28.3",
"O'Keefe, Brian","657247","2023","29","19","21","2","0","2","0","0","7","2",33.3,9.5,".105",".211",".190","0.401","2","0","0","93.6",16.7,0,,,
"DeJong, Paul","657557","2023","29","372","400","77","50","13","0","14","121","21",30.3,5.3,".207",".355",".258","0.613","38","4","4","85.5",34.8,6.7,"4.62","26.9",
"Laureano, Ramon","657656","2023","28","361","404","81","50","18","4","9","114","33",28.2,8.2,".224",".371",".304","0.675","35","1","12","88.2",34.7,9.7,"4.4","27.9",
"Sheets, Gavin","657757","2023","27","311","344","63","43","10","0","10","66","28",19.2,8.1,".203",".331",".267","0.598","43","0","1","88.1",29.7,5.2,"4.57","26.5",
"Olivares, Edward","658668","2023","27","354","385","93","54","23","4","12","64","22",16.6,5.7,".263",".452",".317","0.769","36","5","11","87.3",34.2,7.9,"4.44","28.6",
